CPC;EcoSpold01Categories;ISIC rev.4 ecoinvent;code;database;location;material_group;name;production amount;reference product;unit
3744: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;5f5d2e60f34b4a1e8cf36511a1b22dfa;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;MEA;cement;market for cement, Portland Slag;;cement, Portland Slag;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";a2df6f8ccdc6469bafdac95c5f2a7491;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;MEA;natural gas;market for natural gas, high pressure, 60-year period;;natural gas, high pressure;cubic meter
"41412: Unrefined copper; copper anodes for electrolytic refining";metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;744cab769813439bc2207edee7cc3427;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;GLO;nickel;market for nickel-rich materials;;nickel-rich materials;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;1d02a8e9219141bbb9ed79649ae65fed;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;REF;cement;market for cement, type I (SM);;cement, type I (SM);kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;13928dbdc4bfbc251587836d679db48c;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;GLO;zirconium;market for zirconium sponge, nuclear-grade;;zirconium sponge, nuclear-grade;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;60e3dda804dd4c4e87daafea552b8669;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;USA;cement;market for cement, type I-PM;;cement, type I-PM;kilogram
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;f34aade82e85a43f391148a6e91c62fe;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;KR;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;7a1c95278ffe4e3e8d05799a8d1350b4;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;JPN;cement;market for cement, type I (SM);;cement, type I (SM);kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;07a352218a9246e0a236af8ae20fb541;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;USA;cement;market for cement, CEM IV/B;;cement, CEM IV/B;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;b07a24bf01e643c39552fae79d43fab5;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;CAZ;cement;market for cement, CEM II/A;;cement, CEM II/A;kilogram
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;2837ddafab1d6a974e4a2d2311594b33;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;SI;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;6c4d8d851a37ec0c932c1b52e64af731;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;SK;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;2625cb63569260f7aa001497c1d2ea1f;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;CD;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;896fbfff5846433175f6b669901ced70;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;BR;cement;market for cement, CP II-F;;cement, CP II-F;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;fbc8170b47a84ae5808ab15ade94a627;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;SSA;cement;market for cement, CP V RS;;cement, CP V RS;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";e9fb344e05b371d6652480f29b2fadc0;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;DK;natural gas;market for natural gas, high pressure;;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;8aa12ecfb9fd40089c5a5fecd144461b;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;MEA;cement;market for cement, CP II-E;;cement, CP II-E;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;d76dcbeed236449382fee4576cd3b278;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;USA;cement;market for cement, CEM II/A-S;;cement, CEM II/A-S;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;506db610869142b5ba38c9e5af505a77;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;LAM;cement;market for cement, CEM IV/A;;cement, CEM IV/A;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;9d04a8cbe4564b37aaf097ab3edbf9a6;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;World;hydrogen;market for hydrogen, gaseous, 20-year period;;hydrogen, gaseous;kilogram
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;a089770f4fd156e4a167be4625b75437;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;TR;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;3f7d8b78da804573960dd76da3efe378;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;IND;cement;market for cement, CEM II/A;;cement, CEM II/A;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;9c4b4a984a984f2cbfb3df0bbf758525;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;USA;cement;market for cement, type general use;;cement, type general use;kilogram
39363: Waste and scrap of aluminium;metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;f1a65e37d64e0d15c6275f566334e6d2;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;RoW;aluminium;market for aluminium scrap, new;;aluminium scrap, new;kilogram
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;d74bb238c2c809d3768c86954d1d576e;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;US-TRE;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
342: Basic inorganic chemicals n.e.c.;;2011:Manufacture of basic chemicals;2a8c9e314c3a23a5cf796f0e8595ee7f;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;RoW;silicon;market for silicon tetrachloride;;silicon tetrachloride;kilogram
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;7f397b7544e6e93776c08e64da28a433;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;PT;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;89d1a6dd3f3c472f9507e7767c4fffab;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;SSA;cement;market for cement, CEM III/C;;cement, CEM III/C;kilogram
3932: Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…];;2394:Manufacture of cement, lime and plaster;b46c86a0fb964c01b2b0de1c840ef2b6;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;EUR;cement;market for cement, Pozzolana Portland;;cement, Pozzolana Portland;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;96df3b9fe85f4aaba448af68baac1407;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;LAM;cement;market for cement, type I-PM;;cement, type I-PM;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";a549147cc28449e1ab5c82b0d06ec5a9;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2020;SSA;natural gas;market for natural gas, high pressure;;natural gas, high pressure;cubic meter
