code;name;unit;location;activity type;reference product;database;production amount;material_group;ISIC;CPC
41c2a1dde0b9a11c9b78dcf772c39583;market for natural gas, high pressure;cubic meter;DK;market activity;natural gas, high pressure;apos391;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
3789f54ad3aa5133136ddb8c346d0182;market for lithium carbonate;kilogram;GLO;market activity;lithium carbonate;apos391;1.0;lithium;2011:Manufacture of basic chemicals;"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c."
bbe1120b549397cd816be390bf7bf0f0;market for ferroniobium, 66% Nb;kilogram;GLO;market activity;ferroniobium, 66% Nb;apos391;1.0;niobium;2410:Manufacture of basic iron and steel;41115: Other ferro-alloys
f6dc59953076070a2e74cc55f3bb2aeb;market for gallium, semiconductor-grade;kilogram;GLO;market activity;gallium, semiconductor-grade;apos391;1.0;gallium;2011:Manufacture of basic chemicals;"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]"
05115bc5c5cc9453ce7a798e245c74f1;market for natural gas, high pressure;cubic meter;EC;market activity;natural gas, high pressure;apos391;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
f0450664bddb03175aab6a8028fec304;market for electricity, low voltage;kilowatt hour;KP;market activity;electricity, low voltage;apos391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
7d1f7fa48dfdc2c93d15fa3934b9ef12;market for electricity, medium voltage;kilowatt hour;ZW;market activity;electricity, medium voltage;apos391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
f3fd57be72c167f5afdf6e79b7e4f6b4;market for electricity, low voltage;kilowatt hour;CA-YK;market activity;electricity, low voltage;apos391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
f3391720c657f8dd6e7043a47337a328;market for electricity, medium voltage;kilowatt hour;BA;market activity;electricity, medium voltage;apos391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
9afd1e5ea7fd7efbe0323d8521574c65;market for electricity, high voltage;kilowatt hour;CN-NCGC;market activity;electricity, high voltage;apos391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
