CPC;EcoSpold01Categories;ISIC rev.4 ecoinvent;code;database;location;material_group;name;production amount;reference product;unit
17100: Electrical energy;hard coal/power plants;3510:Electric power generation, transmission and distribution;30b0538497c23b3bfbea223bfd4fb84e;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;BR-Southern grid;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;9ecbf4dfd774f6f856a89bb046243849;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;SN;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;d6e68efa679e4d99ba48589162c091b8;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;World;cement;market for cement, type IP;;cement, type IP;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;9bfa2f2066a34487b57cc99772fb413b;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;MEA;cement;market for cement, CEM II/A-L;;cement, CEM II/A-L;kilogram
342: Basic inorganic chemicals n.e.c.;;2420:Manufacture of basic precious and other non-ferrous metals;88f3a80f97d250998bbdb1fb71d3cdaa;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;GLO;magnesium;market for magnesium chloride, from hafnium sponge production;;magnesium chloride, from hafnium sponge production;kilogram
18000: Natural water;water supply/production;3600:Water collection, treatment and supply;a3e4e379aae120ad7d7bb2e9ce288c5b;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;CA-QC;water;market for tap water;;tap water;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";8fe71e00ac03aa41e073629a7bd4602e;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;AT;natural gas;market for natural gas, high pressure;;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";3d3055cfd02a428eab966c8137b98e15;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;MEA;natural gas;market for natural gas, high pressure;;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;5ba5879e7f4340bc87bab7a04ed3ca9d;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;JPN;cement;market for cement, type IS;;cement, type IS;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;137e2888268e46b19c384291dd272059;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;REF;cement;market for cement, CP V RS;;cement, CP V RS;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;09436ef2b91743079903f5a9840e0bb5;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;USA;cement;market for cement, CEM II/B;;cement, CEM II/B;kilogram
34800: Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural g[…];chemicals/inorganics;2013:Manufacture of plastics and synthetic rubber in primary forms;cb548144c56921cd851d7c490fd4187f;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;RoW;silicon;market for silicone product;;silicone product;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;365efc9a5f8944e786c11ce1c88a7ad6;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;EUR;cement;market for cement, CEM II/A-L;;cement, CEM II/A-L;kilogram
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;1900d2be84c108cf76628e71adfd0c6f;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;UY;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;67a518661b89449e8aaf2b9368767eb3;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;MEA;cement;market for cement, Portland;;cement, Portland;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;f770ed86e91a27cead5080d19cbcad57;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;GLO;magnesium;market for magnesium-alloy, AZ91, diecast;;magnesium-alloy, AZ91, diecast;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;c78d2dc578c74e208671a4807f1ba69d;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;JPN;cement;market for cement, CEM III/C;;cement, CEM III/C;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;8f713d57daa943d6afa3ee9b8412e17b;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;SSA;cement;market for cement, CEM IV/B;;cement, CEM IV/B;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;d076a42ae84948a8b5f6218106818d2e;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;MEA;cement;market for cement, CEM IV/B;;cement, CEM IV/B;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;8a9be926323a4436b60abf751d801716;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;IND;hydrogen;market for hydrogen, gaseous;;hydrogen, gaseous;kilogram
342: Basic inorganic chemicals n.e.c.;;2420:Manufacture of basic precious and other non-ferrous metals;36ee255c9326a9287812b59994bac393;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;GLO;hafnium;market for hafnium tetrachloride;;hafnium tetrachloride;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";e3d8bbdb5cbf452fae23c81cc98c3347;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;OAS;natural gas;market for natural gas, high pressure, 60-year period;;natural gas, high pressure;cubic meter
37: Glass and glass products and other non-metallic products n.e.c.;mortar and plaster/production;2394:Manufacture of cement, lime and plaster;fa517737206b4c4bbc5720d69c3d36fd;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;REF;cement;market for cement mortar;;cement mortar;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;7a9113879910469a81f3ffb0f1e1335a;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;World;cement;market for cement, type IS;;cement, type IS;kilogram
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;3d293cee84dd8f818ead26a1eef90548;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;PA;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;c3f4b986b0837d17225835810d1bc66e;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;CR;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;e5ccceae1f1eda69ad741cea2d13cc61;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;GR;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;7b53eb6d7d4280f88b7ca66042d72338;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;CN-NWG;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;b677619741fac8ab7b2ef92f3a4047e9;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;AO;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;5ef9064e9edf437595175aaf6da6ab67;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;SSA;cement;market for cement, CEM V/A;;cement, CEM V/A;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;1808c14f9f784d1793b1537d6c7d4f3c;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;NEU;cement;market for cement, CP II-Z;;cement, CP II-Z;kilogram
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;48fec4d3041fcf3a5840d414a4a32709;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;CN-ECGC;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;6c22291275c0e05fbfd469cc92133125;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;CA-NF;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;74846fb005fe36439ff383116cd2596e;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;CH;cement;market for cement, CEM V/B;;cement, CEM V/B;kilogram
17100: Electrical energy;electricity/supply mix;3510:Electric power generation, transmission and distribution;eef10705de6d85d456ec6dda0bbb237c;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;IAI Area, South America;electricity;market for electricity, medium voltage, aluminium industry;;electricity, medium voltage, aluminium industry;kilowatt hour
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";e9fb344e05b371d6652480f29b2fadc0;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;DK;natural gas;market for natural gas, high pressure;;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;5dd0da53468543e1b86079abc68e1e3e;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;MEA;cement;market for cement, type S;;cement, type S;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;f4d6160152a3d70eab69549bad7b8a1e;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;Europe without Switzerland;cement;market for cement, CEM V/B;;cement, CEM V/B;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;723947d5266e42b291903597bec8ea46;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;World;cement;market for cement, CEM II/B-S;;cement, CEM II/B-S;kilogram
18000: Natural water;;3600:Water collection, treatment and supply;c0a9a565b000f357ce209c8215cca6ff;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;FR;water;market for water, decarbonised;;water, decarbonised;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;9c3957924650462291aacda7490e86bf;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;SSA;hydrogen;market for hydrogen, gaseous, 40-year period;;hydrogen, gaseous;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;de2432ea33e544e98dad8ae5a949316b;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;CAZ;cement;market for cement, type I-PM;;cement, type I-PM;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";510f6e017731c9d64259a7e2bc0b5f7c;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;IR;natural gas;market for natural gas, high pressure;;natural gas, high pressure;cubic meter
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;ad6b088e30cefbcc08e38fa0828a3e83;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;AO;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;e2d0f38427514b468f438352383aae16;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;LAM;cement;market for cement, CEM V/B;;cement, CEM V/B;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;9299b38380b54f70a24546dd7cea0a33;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;REF;cement;market for cement, CEM II/A-S;;cement, CEM II/A-S;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";d1f8d72888b7e9d0a241fda2dcd2ce91;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;MX;natural gas;market for natural gas, high pressure;;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;00b0281988dc481291d8bd234109baf4;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;LAM;cement;market for cement, CP II-Z;;cement, CP II-Z;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;4c28de4114cc15a555d2c447878fb615;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;GLO;magnesium;market for magnesium;;magnesium;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;b1a43ba1c02d48308c4e3fb11a502703;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;SSA;cement;market for cement, Portland;;cement, Portland;kilogram
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;dae5b6f30d092398a57e85f6b3986e3e;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;BJ;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
342: Basic inorganic chemicals n.e.c.;chemicals/inorganics;2011:Manufacture of basic chemicals;d971937192fae29417d670b40a21f603;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;GLO;lithium;market for lithium hexafluorophosphate;;lithium hexafluorophosphate;kilogram
17100: Electrical energy;electricity/supply mix;3510:Electric power generation, transmission and distribution;9e694d8259beba9bf86bce81d32e5ccf;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;KR;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;fc2cd0494ec14d629ac58b94d7553008;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;JPN;cement;market for cement, ART;;cement, ART;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;02bc4c100c2a4613899d67388d8aa5bc;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;SSA;cement;market for cement, CEM IV/A;;cement, CEM IV/A;kilogram
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;3300ab6d0f92f13ac49476c4d869b881;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;CY;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
17100: Electrical energy;electricity/supply mix;3510:Electric power generation, transmission and distribution;d47c39dc77b1610aa529df46525cf5f3;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;US-NPCC;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
17100: Electrical energy;hard coal/power plants;3510:Electric power generation, transmission and distribution;9d6f7647f6242a214e2759d48c21ca04;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;BR-Northern grid;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;741ece9d202f42aabec2d3c0cec2b342;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;OAS;cement;market for cement, CEM V/A;;cement, CEM V/A;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";;2011:Manufacture of basic chemicals;ffd53c00e8c3a9a395e9ad81bcaf1e2d;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;CN;cobalt;market for cobalt sulfate;;cobalt sulfate;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;c86eae13c474ab381175f4e967d1a5d7;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;BR;cement;market for cement, CP III;;cement, CP III;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;4515b897230bf5a672ab547a9b655c41;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2025;RoW;cement;market for cement, Portland;;cement, Portland;kilogram
