code;name;unit;location;reference product;database;production amount;material_group;ISIC;CPC
a764c46b890aebeaff31ef322ccfe55b;market for phosphate rock, beneficiated;kilogram;RER;phosphate rock, beneficiated;ecoinvent_3.9.1_consequential;1.0;phosphate rock;0891:Mining of chemical and fertilizer minerals;34629: Other phosphatic fertilizers, n.e.c.
82ee7d2796faae001f0a432ae9d49b62;market for natural gas, high pressure;cubic meter;AZ;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
d607071fa010834b6cb01174a0d98d81;market for natural gas, high pressure;cubic meter;QA;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
892bbb0866b7cc6782ac47b50dda5043;market for natural gas, high pressure;cubic meter;JP;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
247d47930299c6b0a404ca9b2f78bcae;market for cement, unspecified;kilogram;RoW;cement, unspecified;ecoinvent_3.9.1_consequential;1.0;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
217601e827c4e20a9112739c4b863410;market for cement, unspecified;kilogram;BR;cement, unspecified;ecoinvent_3.9.1_consequential;1.0;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
a745d19aab21c7fe1ee13431e7477540;market for cement, unspecified;kilogram;US;cement, unspecified;ecoinvent_3.9.1_consequential;1.0;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
08d09714cf81feb1b78541352aa77c52;market for rhodium;kilogram;GLO;rhodium;ecoinvent_3.9.1_consequential;1.0;rhodium;2420:Manufacture of basic precious and other non-ferrous metals;"4160: Other non-ferrous metals and articles thereof (including waste and scrap of some metals); cermets and articles […]"
ca5fedba4c5eea4b85d35835c66558e1;market for silicon, single crystal, Czochralski process, photovoltaics;kilogram;RER;silicon, single crystal, Czochralski process, photovoltaics;ecoinvent_3.9.1_consequential;1.0;silicon;2011:Manufacture of basic chemicals;34: Basic chemicals
07f1f43c914b087bce0968ab42d4c547;market for sand;kilogram;IN;sand;ecoinvent_3.9.1_consequential;1.0;sand;0810:Quarrying of stone, sand and clay;15310: Natural sands
2e13f8367c20de1e07cc8533838f12a7;market for lithium sulfate;kilogram;GLO;lithium sulfate;ecoinvent_3.9.1_consequential;1.0;lithium;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
9aa838c90daf827ce47138f020f59fa3;market for natural gas, high pressure;cubic meter;GR;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
19bee3efa33fe7ee01b590e2eec0e9be;market for palladium;kilogram;GLO;palladium;ecoinvent_3.9.1_consequential;1.0;palladium;2420:Manufacture of basic precious and other non-ferrous metals;"4160: Other non-ferrous metals and articles thereof (including waste and scrap of some metals); cermets and articles […]"
7bcfe266dabc26a3ee5b3b438ad1e1a3;market for natural gas, high pressure;cubic meter;CO;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
c9dd991492b2b5e12d751004cfc3effd;market for natural gas, high pressure;cubic meter;DK;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
00c79a1a6e60e46210a74cd334da2bfd;market for cobalt;kilogram;GLO;cobalt;ecoinvent_3.9.1_consequential;1.0;cobalt;2420:Manufacture of basic precious and other non-ferrous metals;41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]
ada39e857f880b26af5d1ad5803bbe8c;market for natural gas, high pressure;cubic meter;RoW;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
f2ce9cadd5839266ef35e375fc5720aa;market for natural gas, high pressure;cubic meter;ID;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
653bd3c3ae203681b327a61938bbf666;market for petroleum;kilogram;CH;petroleum;ecoinvent_3.9.1_consequential;1.0;petroleum;4661:Wholesale of solid, liquid and gaseous fuels and related products;12010: Petroleum oils and oils obtained from bituminous minerals, crude
83635062c048214a6a942ca5a753bce2;market for natural gas, high pressure;cubic meter;US;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
