CPC;EcoSpold01Categories;ISIC rev.4 ecoinvent;code;database;location;material_group;name;production amount;reference product;unit
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;ac1573cc13ca701140af1b955f248755;ecoinvent_cutoff_3.9_remind_SSP2-Base_2025;BH;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;ca76ef10db744a69a5395a96a5d80aa9;ecoinvent_cutoff_3.9_remind_SSP2-Base_2025;IND;cement;market for cement, CEM II/A-L;;cement, CEM II/A-L;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;ac65cd75dfe94a4380cbe93abac33c6d;ecoinvent_cutoff_3.9_remind_SSP2-Base_2025;MEA;cement;market for cement, type general use;;cement, type general use;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;3e783ed369da43b6885b44ec15c44ddf;ecoinvent_cutoff_3.9_remind_SSP2-Base_2025;USA;cement;market for cement, type IP;;cement, type IP;kilogram
18000: Natural water;;3600:Water collection, treatment and supply;2a3f6abf50827c5e5bbcfd239e2a7b64;ecoinvent_cutoff_3.9_remind_SSP2-Base_2025;GB;water;market for water, decarbonised;;water, decarbonised;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";2ef550fab6f8f901fbcefc15c2cb314b;ecoinvent_cutoff_3.9_remind_SSP2-Base_2025;MX;natural gas;market for natural gas, low pressure;;natural gas, low pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;53361fb6fcdc42b195dfc7308b53f0a3;ecoinvent_cutoff_3.9_remind_SSP2-Base_2025;LAM;cement;market for cement, type ICo;;cement, type ICo;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;95350983bd084701901fca396d9af72a;ecoinvent_cutoff_3.9_remind_SSP2-Base_2025;IND;cement;market for cement, type IS;;cement, type IS;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;789688ddb7b04284afa3554ec029d5b3;ecoinvent_cutoff_3.9_remind_SSP2-Base_2025;CAZ;cement;market for cement, type S;;cement, type S;kilogram
18000: Natural water;;3600:Water collection, treatment and supply;69c423027e42a0f91bf51e6c19e52885;ecoinvent_cutoff_3.9_remind_SSP2-Base_2025;CN;water;market for water, decarbonised;;water, decarbonised;kilogram
