CPC;EcoSpold01Categories;ISIC rev.4 ecoinvent;code;database;location;material_group;name;production amount;reference product;unit
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;ffd3022f080644da9f772084490c9117;ecoinvent_cutoff_3.9_remind_SSP5-Base_2035;NEU;cement;market for cement, CEM II/A-L;;cement, CEM II/A-L;kilogram
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;32fbe38ee74604c2d044624347558ed2;ecoinvent_cutoff_3.9_remind_SSP5-Base_2035;MN;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;413264208d1697aa7d3676a0704eedaf;ecoinvent_cutoff_3.9_remind_SSP5-Base_2035;NE;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;1895f63bc4604e139bd4afa00dd0c3da;ecoinvent_cutoff_3.9_remind_SSP5-Base_2035;SSA;cement;market for cement, type I (SM);;cement, type I (SM);kilogram
342: Basic inorganic chemicals n.e.c.;metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;e792832186cc7dd78939132f03d8d615;ecoinvent_cutoff_3.9_remind_SSP5-Base_2035;GLO;cadmium;market for cadmium;;cadmium;kilogram
"41412: Unrefined copper; copper anodes for electrolytic refining";;2420:Manufacture of basic precious and other non-ferrous metals;6d673652ae29f74dc59fb0fc229bf6db;ecoinvent_cutoff_3.9_remind_SSP5-Base_2035;GLO;copper;market for copper, anode;;copper, anode;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;009fd6b6a9564dc6bd81ef5f89741434;ecoinvent_cutoff_3.9_remind_SSP5-Base_2035;EUR;cement;market for cement, type general use;;cement, type general use;kilogram
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;74a217cef50c461062c4e07de29e09ce;ecoinvent_cutoff_3.9_remind_SSP5-Base_2035;CN-NECG;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;351986af88b1492fb6c1665ee9b218db;ecoinvent_cutoff_3.9_remind_SSP5-Base_2035;IND;cement;market for cement, CEM II/B;;cement, CEM II/B;kilogram
39366: Waste and scrap of tin;;3830:Materials recovery;f7a08c5e513009fcfc24731afb5b6cfd;ecoinvent_cutoff_3.9_remind_SSP5-Base_2035;Europe without Switzerland;tin;market for tinplate, in mixed metal scrap;;tinplate, in mixed metal scrap;kilogram
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;42a61e857fd4c66720774d60a3c09424;ecoinvent_cutoff_3.9_remind_SSP5-Base_2035;HK;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;459e086764a7f7db69db94ba6d224c37;ecoinvent_cutoff_3.9_remind_SSP5-Base_2035;SS;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;0a50ef543cd51a10213b082ee15bcdf0;ecoinvent_cutoff_3.9_remind_SSP5-Base_2035;CD;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;8ceac319d67196dd32744d1b6ccf5dde;ecoinvent_cutoff_3.9_remind_SSP5-Base_2035;LK;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
