name;database;code;db_base;db_system;db_version;db_model;db_ssp;db_target;db_year;key
market for battery, Li-ion, NMC811, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2055;a6340d3ae1622f5fea25af16af07bbc0;ecoinvent;cutoff;3.9;remind;2;Base;2055;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2055', 'a6340d3ae1622f5fea25af16af07bbc0')
market for battery, Li-ion, LFP, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2055;f22991a7a4e1d7ecfa81cdd7453e83d2;ecoinvent;cutoff;3.9;remind;2;Base;2055;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2055', 'f22991a7a4e1d7ecfa81cdd7453e83d2')
market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2060;9b766978b5b04e886ae15900efb7e69c;ecoinvent;cutoff;3.9;remind;2;Base;2060;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2060', '9b766978b5b04e886ae15900efb7e69c')
market for battery, Li-ion, NMC111, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2060;b18880bba2369a5e12bd69ad239dcbf9;ecoinvent;cutoff;3.9;remind;2;Base;2060;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2060', 'b18880bba2369a5e12bd69ad239dcbf9')
market for battery, Li-ion, NMC811, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2060;a6340d3ae1622f5fea25af16af07bbc0;ecoinvent;cutoff;3.9;remind;2;Base;2060;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2060', 'a6340d3ae1622f5fea25af16af07bbc0')
market for battery, Li-ion, NCA, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2060;5649dd9b7aa34f1a93f87fabfb7ea516;ecoinvent;cutoff;3.9;remind;2;Base;2060;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2060', '5649dd9b7aa34f1a93f87fabfb7ea516')
market for battery, Li-ion, LFP, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2060;f22991a7a4e1d7ecfa81cdd7453e83d2;ecoinvent;cutoff;3.9;remind;2;Base;2060;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2060', 'f22991a7a4e1d7ecfa81cdd7453e83d2')
market for battery, Li-ion, NMC811, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2065;a6340d3ae1622f5fea25af16af07bbc0;ecoinvent;cutoff;3.9;remind;2;Base;2065;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2065', 'a6340d3ae1622f5fea25af16af07bbc0')
market for battery, Li-ion, NMC111, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2065;b18880bba2369a5e12bd69ad239dcbf9;ecoinvent;cutoff;3.9;remind;2;Base;2065;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2065', 'b18880bba2369a5e12bd69ad239dcbf9')
market for battery, Li-ion, NCA, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2065;5649dd9b7aa34f1a93f87fabfb7ea516;ecoinvent;cutoff;3.9;remind;2;Base;2065;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2065', '5649dd9b7aa34f1a93f87fabfb7ea516')
market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2065;9b766978b5b04e886ae15900efb7e69c;ecoinvent;cutoff;3.9;remind;2;Base;2065;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2065', '9b766978b5b04e886ae15900efb7e69c')
market for battery, Li-ion, LFP, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2065;f22991a7a4e1d7ecfa81cdd7453e83d2;ecoinvent;cutoff;3.9;remind;2;Base;2065;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2065', 'f22991a7a4e1d7ecfa81cdd7453e83d2')
market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2070;9b766978b5b04e886ae15900efb7e69c;ecoinvent;cutoff;3.9;remind;2;Base;2070;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2070', '9b766978b5b04e886ae15900efb7e69c')
market for battery, Li-ion, NMC811, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2070;a6340d3ae1622f5fea25af16af07bbc0;ecoinvent;cutoff;3.9;remind;2;Base;2070;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2070', 'a6340d3ae1622f5fea25af16af07bbc0')
market for battery, Li-ion, NMC111, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2070;b18880bba2369a5e12bd69ad239dcbf9;ecoinvent;cutoff;3.9;remind;2;Base;2070;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2070', 'b18880bba2369a5e12bd69ad239dcbf9')
market for battery, Li-ion, NCA, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2070;5649dd9b7aa34f1a93f87fabfb7ea516;ecoinvent;cutoff;3.9;remind;2;Base;2070;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2070', '5649dd9b7aa34f1a93f87fabfb7ea516')
market for battery, Li-ion, LFP, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2070;f22991a7a4e1d7ecfa81cdd7453e83d2;ecoinvent;cutoff;3.9;remind;2;Base;2070;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2070', 'f22991a7a4e1d7ecfa81cdd7453e83d2')
market for battery, Li-ion, NMC811, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2075;a6340d3ae1622f5fea25af16af07bbc0;ecoinvent;cutoff;3.9;remind;2;Base;2075;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2075', 'a6340d3ae1622f5fea25af16af07bbc0')
market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2075;9b766978b5b04e886ae15900efb7e69c;ecoinvent;cutoff;3.9;remind;2;Base;2075;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2075', '9b766978b5b04e886ae15900efb7e69c')
market for battery, Li-ion, NMC111, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2075;b18880bba2369a5e12bd69ad239dcbf9;ecoinvent;cutoff;3.9;remind;2;Base;2075;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2075', 'b18880bba2369a5e12bd69ad239dcbf9')
market for battery, Li-ion, NCA, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2075;5649dd9b7aa34f1a93f87fabfb7ea516;ecoinvent;cutoff;3.9;remind;2;Base;2075;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2075', '5649dd9b7aa34f1a93f87fabfb7ea516')
market for battery, Li-ion, LFP, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2075;f22991a7a4e1d7ecfa81cdd7453e83d2;ecoinvent;cutoff;3.9;remind;2;Base;2075;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2075', 'f22991a7a4e1d7ecfa81cdd7453e83d2')
market for battery, Li-ion, NMC111, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2080;b18880bba2369a5e12bd69ad239dcbf9;ecoinvent;cutoff;3.9;remind;2;Base;2080;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2080', 'b18880bba2369a5e12bd69ad239dcbf9')
market for battery, Li-ion, NCA, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2080;5649dd9b7aa34f1a93f87fabfb7ea516;ecoinvent;cutoff;3.9;remind;2;Base;2080;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2080', '5649dd9b7aa34f1a93f87fabfb7ea516')
market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2080;9b766978b5b04e886ae15900efb7e69c;ecoinvent;cutoff;3.9;remind;2;Base;2080;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2080', '9b766978b5b04e886ae15900efb7e69c')
market for battery, Li-ion, NMC811, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2080;a6340d3ae1622f5fea25af16af07bbc0;ecoinvent;cutoff;3.9;remind;2;Base;2080;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2080', 'a6340d3ae1622f5fea25af16af07bbc0')
market for battery, Li-ion, LFP, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2080;f22991a7a4e1d7ecfa81cdd7453e83d2;ecoinvent;cutoff;3.9;remind;2;Base;2080;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2080', 'f22991a7a4e1d7ecfa81cdd7453e83d2')
market for battery, Li-ion, NMC811, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2085;a6340d3ae1622f5fea25af16af07bbc0;ecoinvent;cutoff;3.9;remind;2;Base;2085;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2085', 'a6340d3ae1622f5fea25af16af07bbc0')
market for battery, Li-ion, NCA, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2085;5649dd9b7aa34f1a93f87fabfb7ea516;ecoinvent;cutoff;3.9;remind;2;Base;2085;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2085', '5649dd9b7aa34f1a93f87fabfb7ea516')
market for battery, Li-ion, NMC111, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2085;b18880bba2369a5e12bd69ad239dcbf9;ecoinvent;cutoff;3.9;remind;2;Base;2085;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2085', 'b18880bba2369a5e12bd69ad239dcbf9')
market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2085;9b766978b5b04e886ae15900efb7e69c;ecoinvent;cutoff;3.9;remind;2;Base;2085;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2085', '9b766978b5b04e886ae15900efb7e69c')
market for battery, Li-ion, LFP, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2085;f22991a7a4e1d7ecfa81cdd7453e83d2;ecoinvent;cutoff;3.9;remind;2;Base;2085;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2085', 'f22991a7a4e1d7ecfa81cdd7453e83d2')
market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2090;9b766978b5b04e886ae15900efb7e69c;ecoinvent;cutoff;3.9;remind;2;Base;2090;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2090', '9b766978b5b04e886ae15900efb7e69c')
market for battery, Li-ion, NMC111, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2090;b18880bba2369a5e12bd69ad239dcbf9;ecoinvent;cutoff;3.9;remind;2;Base;2090;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2090', 'b18880bba2369a5e12bd69ad239dcbf9')
market for battery, Li-ion, NCA, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2090;5649dd9b7aa34f1a93f87fabfb7ea516;ecoinvent;cutoff;3.9;remind;2;Base;2090;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2090', '5649dd9b7aa34f1a93f87fabfb7ea516')
market for battery, Li-ion, NMC811, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2090;a6340d3ae1622f5fea25af16af07bbc0;ecoinvent;cutoff;3.9;remind;2;Base;2090;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2090', 'a6340d3ae1622f5fea25af16af07bbc0')
market for battery, Li-ion, LFP, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2090;f22991a7a4e1d7ecfa81cdd7453e83d2;ecoinvent;cutoff;3.9;remind;2;Base;2090;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2090', 'f22991a7a4e1d7ecfa81cdd7453e83d2')
market for battery, Li-ion, NCA, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2095;5649dd9b7aa34f1a93f87fabfb7ea516;ecoinvent;cutoff;3.9;remind;2;Base;2095;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2095', '5649dd9b7aa34f1a93f87fabfb7ea516')
market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2095;9b766978b5b04e886ae15900efb7e69c;ecoinvent;cutoff;3.9;remind;2;Base;2095;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2095', '9b766978b5b04e886ae15900efb7e69c')
market for battery, Li-ion, NMC111, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2095;b18880bba2369a5e12bd69ad239dcbf9;ecoinvent;cutoff;3.9;remind;2;Base;2095;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2095', 'b18880bba2369a5e12bd69ad239dcbf9')
market for battery, Li-ion, NMC811, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP2-Base_2095;a6340d3ae1622f5fea25af16af07bbc0;ecoinvent;cutoff;3.9;remind;2;Base;2095;('ecoinvent_cutoff_3.9_remind_SSP2-Base_2095', 'a6340d3ae1622f5fea25af16af07bbc0')
