CPC;EcoSpold01Categories;ISIC rev.4 ecoinvent;code;database;location;material_group;name;production amount;reference product;unit
17100: Electrical energy;electricity/supply mix;3510:Electric power generation, transmission and distribution;3ed062edc15d527ffff5c74c0582a13d;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;CZ;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;bb5796c0270d347cb90fcd72a9a42650;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;MD;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;0418fb60693885b06166390b9f3008f3;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;NG;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
39365: Waste and scrap of zinc;metals/processing;"2592:Treatment and coating of metals; machining";b0c1f9bfe6b822413680c2df4ac4d94d;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;GLO;zinc;market for zinc coat, pieces, adjustment per micro-m;;zinc coat, pieces, adjustment per micro-m;square meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;b1f7dd2229ec40bba52ab1ec9c030469;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;JPN;cement;market for cement, CP II-E;;cement, CP II-E;kilogram
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;1df8ea799788dd8a6e747085c2f3421d;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;CI;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
17100: Electrical energy;;3821:Treatment and disposal of non-hazardous waste;c5a026e5a23642051aab6aa454f067b2;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;KR;electricity;market for electricity, for reuse in municipal waste incineration only;;electricity, for reuse in municipal waste incineration only;kilowatt hour
17100: Electrical energy;hard coal/power plants;3510:Electric power generation, transmission and distribution;7b7d91ec37c74ec8e6dcbdf7cd03ca79;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;CA-QC;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
39310: Slag, dross, scalings and other waste from the manufacture of iron or steel;metals/chipping;"2592:Treatment and coating of metals; machining";fb9aeb60b6a64c9b3067a2682d7669da;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;GLO;chromium;market for chromium steel removed by turning, primarily roughing, computer numerical controlled;;chromium steel removed by turning, primarily roughing, computer numerical controlled;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;a95e73c5622370cce548444988aa3b8c;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;US;magnesium;market for magnesium, for reuse in zirconium sponge production;;magnesium, for reuse in zirconium sponge production;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;a0c2001598194b46a4139e25d5080bee;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;JPN;cement;market for cement, type I-PM;;cement, type I-PM;kilogram
3744: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;bab77a8012cf49988344ad91437ced57;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;World;cement;market for cement, Portland Slag;;cement, Portland Slag;kilogram
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;fa330333b3e260fa155df926c4a36b17;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;HT;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
17100: Electrical energy;;3821:Treatment and disposal of non-hazardous waste;7e30d7776e9c96f49872c8ec9e7c1da5;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;TR;electricity;market for electricity, for reuse in municipal waste incineration only;;electricity, for reuse in municipal waste incineration only;kilowatt hour
39366: Waste and scrap of tin;;3830:Materials recovery;99489c29baaf0f5502861bdd04faf461;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;RoW;tin;market for tinplate scrap, sorted;;tinplate scrap, sorted;kilogram
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;082667b1af603994dbfebc80b5100396;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;TN;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;c8ee676fccf103d92d20e95fe96f0ac6;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;BN;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;0f66180231756b534cf34ee61494c38f;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;CG;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;d949b8732140a0aff20fe20934aca781;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;AM;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;5fda318fb5208f47965f2ffe29549a38;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;EG;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
39310: Slag, dross, scalings and other waste from the manufacture of iron or steel;metals/chipping;"2592:Treatment and coating of metals; machining";bfc72b39858e8987b4662ad78eee6f87;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;GLO;chromium;market for chromium steel removed by turning, average, computer numerical controlled;;chromium steel removed by turning, average, computer numerical controlled;kilogram
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;2a47d1f45c6b5a6410f707b7330d442e;ecoinvent_cutoff_3.9_remind_SSP1-Base_2045;IQ;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
