code;name;unit;location;reference product;database;production amount;material_group;ISIC;CPC
d9e12cac7bf7e218fca001c1937c989c;market for electricity, low voltage;kilowatt hour;BD;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
52e763f4695c75deb689a809de0926c3;market for cement, unspecified;kilogram;US;cement, unspecified;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
85188ac6f8ce0edf06a9d7dd2623893f;market for electricity, medium voltage;kilowatt hour;US-PR;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
4eb247c934c0f9866cdc2652895bb8fa;market for tap water;kilogram;RoW;tap water;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;water;3600:Water collection, treatment and supply;18000: Natural water
59db5fe2efe1742113d5af2cc0eb6c66;market for electricity, low voltage;kilowatt hour;TT;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
2e5b03506e79c29498d4c5f498aa1446;market for electricity, high voltage;kilowatt hour;CA-NB;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
6c22291275c0e05fbfd469cc92133125;market for electricity, medium voltage;kilowatt hour;CA-NF;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
ca4a20e98fd0c97d281f93a6c276cc58;market for electricity, medium voltage;kilowatt hour;CA-QC;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
76253aca7f4c45701935634546516c34;market for silicon, single crystal, Czochralski process, electronics;kilogram;RER;silicon, single crystal, Czochralski process, electronics;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;silicon;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
4a92f84966e8cc30c246d013be69c24b;market for electricity, low voltage;kilowatt hour;IL;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
6d4dc939c63b3c8cc6b4a242375831a4;market for electricity, high voltage;kilowatt hour;AM;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
fd673cf6023b47ded3fe1942af912502;market for electricity, medium voltage;kilowatt hour;KG;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
28a073d573aef3304370ede04d1f45f0;market for electricity, low voltage;kilowatt hour;OM;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
21f289ca8150d47229f9d6b839ec92ef;market for natural gas, high pressure;cubic meter;IQ;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
f0a7ccf3be15488589a8506c29ff9335;market for natural gas, high pressure;cubic meter;EUR;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
2e81696d5eb34e1d8fa0bf0040206e65;market for cement, unspecified;kilogram;SSA;cement, unspecified;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
94a5c543e7175166ce36e3daefea8e72;market for lithium sulfate;kilogram;GLO;lithium sulfate;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;lithium;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
f1c288feb4ba45eea1f8794e3818ff5a;market for cement, unspecified;kilogram;NEU;cement, unspecified;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
7b7d91ec37c74ec8e6dcbdf7cd03ca79;market for electricity, high voltage;kilowatt hour;CA-QC;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
612a9183c7bac2685fb87a699974c8aa;market for helium;kilogram;GLO;helium;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;helium;2011:Manufacture of basic chemicals;"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]"
d6d8033ae63d918262b2026c7808316f;market for water, deionised;kilogram;CH;water, deionised;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;water;3600:Water collection, treatment and supply;18000: Natural water
8cb04fbe92c0585c1ba999ac11e66ced;market for electricity, high voltage;kilowatt hour;IN-Northern grid;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
fa330333b3e260fa155df926c4a36b17;market for electricity, high voltage;kilowatt hour;HT;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
4aa647728332f25a2a4613bc060c7d90;market for electricity, high voltage;kilowatt hour;FR;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
042d51c53bcaa1b78b70cbb4c6e46b58;market for electricity, high voltage;kilowatt hour;DE;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
561504106e687c54ef151bba714145ce;market for electricity, low voltage;kilowatt hour;CA-BC;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
4bc02739544c4bee97bc5c1210c47137;market for cement, unspecified;kilogram;CAZ;cement, unspecified;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
81465d0523c8ff98850d18e41cbc930e;market for electricity, medium voltage;kilowatt hour;BW;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
5468040eda7cb574bb395c6e51431245;market for electricity, medium voltage;kilowatt hour;IT;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
13c772e9ca99a3dd857633e5df845d7f;market for electricity, low voltage;kilowatt hour;BH;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
bc4470db8b0ce7b36005b03df4608207;market for electricity, medium voltage;kilowatt hour;CN-CSG;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
952468fddbde03335ba8de3174b089cb;market for water, deionised;kilogram;RoW;water, deionised;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;water;3600:Water collection, treatment and supply;18000: Natural water
2ef550fab6f8f901fbcefc15c2cb314b;market for natural gas, low pressure;cubic meter;MX;natural gas, low pressure;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";69120: Gas distribution through mains (on own account)
bc95922472c85d01195a6bab4f30636e;market for electricity, medium voltage;kilowatt hour;SK;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
1195d3b8b19d134eb68273fe286908d4;market for electricity, high voltage;kilowatt hour;TH;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
3ed062edc15d527ffff5c74c0582a13d;market for electricity, low voltage;kilowatt hour;CZ;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
4b26e51988bddd33a2e65e6e875787d5;market for electricity, high voltage;kilowatt hour;CN-CCG;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
29a895088bec92457e17df3cf630a516;market for electricity, high voltage;kilowatt hour;US-PR;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
587de926b32b3b40d8dc089c6746f917;market for electricity, high voltage;kilowatt hour;GB;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
1900d2be84c108cf76628e71adfd0c6f;market for electricity, low voltage;kilowatt hour;UY;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
356ed01a85736ea36731aa23124e2fbb;market for rhodium;kilogram;GLO;rhodium;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;rhodium;2420:Manufacture of basic precious and other non-ferrous metals;"4160: Other non-ferrous metals and articles thereof (including waste and scrap of some metals); cermets and articles […]"
04333d33fb0d4867f7be8207600a96f3;market for electricity, medium voltage;kilowatt hour;PY;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
402b722aa4a63d94ac64b2ea9e9e1054;market for coke;megajoule;GLO;coke;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;coke;1910:Manufacture of coke oven products;"33100: Coke and semi-coke of coal, of lignite or of peat; retort carbon"
95d26245bc411de42cbca001406f6131;market for water, deionised;kilogram;Europe without Switzerland;water, deionised;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;water;3600:Water collection, treatment and supply;18000: Natural water
72c658c580d76797ae9f9dcf32b23e70;market for natural gas, high pressure;cubic meter;TR;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
42c314295fcead0dafef17c4346c45d8;market for electricity, medium voltage;kilowatt hour;BR-North-eastern grid;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
8933114c45296e10c8bc305ffe3ffbcc;market for electricity, low voltage;kilowatt hour;CM;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
92847b0d8155e605b08081a57c985bc2;market for electricity, high voltage;kilowatt hour;ET;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
01839e0318c443efb44b2e1a348ac22e;market for natural gas, high pressure;cubic meter;CAZ;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
01441ee1134b010b165161367044b74a;market for electricity, low voltage;kilowatt hour;ER;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
f4f8396a6d43fdf2792558f731002370;market for electricity, medium voltage;kilowatt hour;NA;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
308f4df6574a0f53ff3b2784fcd106b0;market for electricity, low voltage;kilowatt hour;AR;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
561225a80968260055e5ae92cd921941;market for electricity, medium voltage;kilowatt hour;DZ;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
6a60dc6386928f379bff65ad8c801001;market for natural gas, high pressure;cubic meter;CH;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
317d4ca9332fa4781f9f2e799200ab28;market for electricity, low voltage;kilowatt hour;MT;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
d252688189f0984f3f15d6c4a2355f6f;market for electricity, low voltage;kilowatt hour;EC;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
30119831d103064f8094886e0343633c;market for water, ultrapure;kilogram;RER;water, ultrapure;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;water;3600:Water collection, treatment and supply;34: Basic chemicals
e59f27e02a144fb8842ab2356f47910e;market for natural gas, high pressure;cubic meter;SSA;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
5849498ea99f8662abec112061870b6f;market for electricity, low voltage;kilowatt hour;MU;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
3ceeb06cd08285f2c7244945bf1a8478;market for natural gas, low pressure;cubic meter;GB;natural gas, low pressure;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";69120: Gas distribution through mains (on own account)
a089770f4fd156e4a167be4625b75437;market for electricity, medium voltage;kilowatt hour;TR;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
a505e48bcaead8795187ee0460bf1723;market for electricity, high voltage;kilowatt hour;VE;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
04fdacdd853bf9f335e2b11b933225f7;market for electricity, high voltage;kilowatt hour;LB;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
efd95f5ad5272cf2940d044d6e492ed9;market for electricity, low voltage;kilowatt hour;BR-Northern grid;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
51b4257f863fee3a5a2270d4b05b550b;market for electricity, low voltage;kilowatt hour;EG;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
6eb08a7183a7d47abc2fe15a924aa4f1;market for natural gas, low pressure;cubic meter;TR;natural gas, low pressure;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";69120: Gas distribution through mains (on own account)
8a6ba3e8aebaf3f0f8be51fcf1948ae3;market for electricity, high voltage;kilowatt hour;BW;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
e7e751b79636caff3689880ed4426e1b;market for ferroniobium, 66% Nb;kilogram;GLO;ferroniobium, 66% Nb;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;niobium;2410:Manufacture of basic iron and steel;41115: Other ferro-alloys
79f1b602b639ee36ae9f409d2549d049;market for electricity, medium voltage;kilowatt hour;MU;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
c92fed50fe0ad45f6f8d88f406a0c1a9;market for electricity, high voltage;kilowatt hour;CN-NCGC;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
2ec9f949a807ae83331b945b4d696b86;market for electricity, high voltage;kilowatt hour;PA;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
0ab1339f18c535eb4cb06a55a9b5dcc7;market for electricity, low voltage;kilowatt hour;BG;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
f34aade82e85a43f391148a6e91c62fe;market for electricity, medium voltage;kilowatt hour;KR;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
6fd35b10fde2f0956bd46f91ba8368bc;market for electricity, low voltage;kilowatt hour;CA-NU;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
2844cae5659f29139c6ec22ea3e8f28b;market for electricity, low voltage;kilowatt hour;AU;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
8a22bfefe9e5c91a6c13601f8506f889;market for electricity, low voltage;kilowatt hour;HK;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
ab6cd06fce1aa0b3804c0b1ad105fd81;market for electricity, low voltage;kilowatt hour;KE;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
36312a62a043eb8374d232cf30167c22;market for gold;kilogram;GLO;gold;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;gold;0729:Mining of other non-ferrous metal ores;41320: Gold (including gold plated with platinum), unwrought or in semi-manufactured forms, or in powder form
52a3c7055e895c1194b46ccd7450c190;market for electricity, low voltage;kilowatt hour;PK;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
4ac16ec591f3e163f6a4c5c3de3c15bc;market for electricity, medium voltage;kilowatt hour;ID;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
c8de1013e1728007e0c0dfa8942b6dfb;market for natural gas, high pressure;cubic meter;DE;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
11aaf6ce49e6061a64f7727526a2fa72;market for electricity, medium voltage;kilowatt hour;SI;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
8332f7cd6e4f8ec7984d9bc3e88bc983;market for electricity, low voltage;kilowatt hour;NL;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
8f0ed9797966f0e2690c3f897b96a14c;market for electricity, medium voltage;kilowatt hour;ER;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
105d34b6b34a5de233596a08ebb30578;market for scandium oxide;kilogram;GLO;scandium oxide;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;scandium;2420:Manufacture of basic precious and other non-ferrous metals;34290: Compounds of rare earth metals, of yttrium or of scandium
9dda7f224e77fc74fb02afe71813d089;market for cement, unspecified;kilogram;PE;cement, unspecified;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
3c02bd06d7f1add6e3c9887f6adfd3c2;market for electricity, high voltage;kilowatt hour;BO;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
8c533000f0930a8bd674095041d96d69;market for natural gas, high pressure;cubic meter;RoW;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
74825a57bdad04327eb182059528764d;market for electricity, high voltage;kilowatt hour;IN-Western grid;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
907606eceaf46abf699d524464d0b76e;market for electricity, medium voltage;kilowatt hour;JO;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
f78c2a78db02b8723f34138e384ff1c7;market for electricity, medium voltage;kilowatt hour;JP;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
6837a0e11357c94c5b5e92fa95f9e7e7;market for electricity, medium voltage;kilowatt hour;OM;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
0c68daf6455c3e7750a7d48e87f17f7a;market for tantalum concentrate, 30% Ta2O5;kilogram;GLO;tantalum concentrate, 30% Ta2O5;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;tantalum;0729:Mining of other non-ferrous metal ores;41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]
e82e91c0b572e044b71a69b32bf53388;market for silver;kilogram;GLO;silver;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;silver;0729:Mining of other non-ferrous metal ores;41310: Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder […]
ada90ee67404bf983308745662d6b6ba;market for electricity, high voltage;kilowatt hour;CZ;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
5e026a91d2aa6eccd3f0a0241bc59263;market for natural gas, low pressure;cubic meter;ES;natural gas, low pressure;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";69120: Gas distribution through mains (on own account)
73a4483e483a28e471ceffb1e6ef8b0d;market for silicon, multi-Si, casted;kilogram;RoW;silicon, multi-Si, casted;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;silicon;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
4afe93584181cb574a0f05cf50b91355;market for electricity, low voltage;kilowatt hour;SK;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
a0fd9710d9b93c5596f5129b3580263d;market for electricity, high voltage;kilowatt hour;PE;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
3d7aa59503f5aa810898660622c7759e;market for tap water;kilogram;IN;tap water;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;water;3600:Water collection, treatment and supply;18000: Natural water
89a6e5cdd7ab78ed30f5876f88257424;market for electricity, medium voltage;kilowatt hour;US-WECC;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
1373b63314d03c42313a372bca1bd648;market for electricity, high voltage;kilowatt hour;ES;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
bf585acd91a45979fe0fdfd2616ed600;market for electricity, high voltage;kilowatt hour;PT;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
0cdcbb01301807b235791252be029607;market for electricity, high voltage;kilowatt hour;SD;electricity, high voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
ab6a81dd5e1ed8e4c69d8a1f27b9099d;market for natural gas, high pressure;cubic meter;CA;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
d0a4f68d2d42bc52e8881209d4ee1a38;market for water, decarbonised;kilogram;DE;water, decarbonised;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;water;3600:Water collection, treatment and supply;18000: Natural water
411b96c3a83a50fcd638438fedf7c5e1;market for electricity, medium voltage;kilowatt hour;MA;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
af1b9da369e14cc9f20170a17290ac5d;market for natural gas, high pressure;cubic meter;RU;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
44f056eb9e9748595e70b8aa40b48288;market for electricity, low voltage;kilowatt hour;AO;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
696e07ffdd4b4f8582df246b42da1032;market for natural gas, high pressure;cubic meter;OAS;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
54874f6e9442b22a252c3cbb147919fc;market for electricity, medium voltage;kilowatt hour;MT;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
edc737a07b271bcf06ab3bb18bf2268a;market for electricity, low voltage;kilowatt hour;BA;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
3cae3b4ea79d7ff67cffa5d266121c62;market for electricity, low voltage;kilowatt hour;KG;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
ee281c8243acca30bce6662508c9e9fc;market for electricity, medium voltage;kilowatt hour;US-ASCC;electricity, medium voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
48fec4d3041fcf3a5840d414a4a32709;market for electricity, low voltage;kilowatt hour;CN-ECGC;electricity, low voltage;ecoinvent_cutoff_3.9_remind_SSP5-Base_2030;;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
