code;name;location;reference product;categories;classifications;ex_name;ex_amount;ex_unit;ex_product;ex_production volume;ex_type;ex_location
0a8e34a3968593ae10383938cd4359fa;market for biowaste;CH;biowaste;;[('ISIC rev.4 ecoinvent', '3821:Treatment and disposal of non-hazardous waste'), ('EcoSpold01Categories', 'biomass/production'), ('CPC', '391: Wastes from food and tobacco industry')];treatment of biowaste by anaerobic digestion;-0.194081026310004;kilogram;biowaste;0.0;technosphere;CH
823439f23c9dcfd1d51cff3f354937cf;market for biowaste;RoW;biowaste;;[('ISIC rev.4 ecoinvent', '3821:Treatment and disposal of non-hazardous waste'), ('EcoSpold01Categories', 'biomass/fuels'), ('CPC', '391: Wastes from food and tobacco industry')];treatment of biowaste by anaerobic digestion;-0.211957054846008;kilogram;biowaste;0.0;technosphere;RoW
