CPC;EcoSpold01Categories;ISIC rev.4 ecoinvent;code;database;location;material_group;name;production amount;reference product;unit
3744: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;23a78e3f21c2a544a2654c1b892a6237;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;IN;cement;market for cement, Portland Slag;;cement, Portland Slag;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;50398071512e169791e8e67a24170dc8;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;PE;cement;market for cement, Portland;;cement, Portland;kilogram
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;39c958f54f31dfed1e4b0b6093ff47fd;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;RS;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;2a47d1f45c6b5a6410f707b7330d442e;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;IQ;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;8790e71ef98444ccbef886b61f5c6f48;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;JPN;cement;market for cement, type IP/P;;cement, type IP/P;kilogram
39363: Waste and scrap of aluminium;metals/chipping;"2592:Treatment and coating of metals; machining";1ce941ebffd0f8a255bfdf419e79d230;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;GLO;aluminium;market for aluminium removed by milling, large parts;;aluminium removed by milling, large parts;kilogram
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;20b23c65021ab7ffe5b639162170cbe9;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;UA;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
34629: Other phosphatic fertilizers, n.e.c.;;0891:Mining of chemical and fertilizer minerals;5fc5f4ad7af6554959c68329538a1d27;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;RoW;phosphate rock;market for phosphate rock, beneficiated;;phosphate rock, beneficiated;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;d0778da2bbe24024b6d07e4484577ddf;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;IND;cement;market for cement, CEM II/A-L;;cement, CEM II/A-L;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;2e1ceff89082bf16fd7e3d3b108027ea;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;RoW;cement;market for cement, CEM II/B;;cement, CEM II/B;kilogram
17100: Electrical energy;electricity/supply mix;3510:Electric power generation, transmission and distribution;6fd35b10fde2f0956bd46f91ba8368bc;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;CA-NU;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
18000: Natural water;;3600:Water collection, treatment and supply;c0a9a565b000f357ce209c8215cca6ff;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;FR;water;market for water, decarbonised;;water, decarbonised;kilogram
"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";metals/extraction;2011:Manufacture of basic chemicals;22ca1e4b597f6f8618b1b2e614df2954;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;GLO;tellurium;market for tellurium, semiconductor-grade;;tellurium, semiconductor-grade;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;a06c2804676f44e9950d60486d6695db;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;JPN;cement;market for cement, CEM III/B;;cement, CEM III/B;kilogram
"34790: Other plastics in primary forms; ion exchangers";;2013:Manufacture of plastics and synthetic rubber in primary forms;cc100c3247ef1ad4d989ab07c51aeb45;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;RER;latex;market for latex;;latex;kilogram
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;3e69ddbddebabd1c652045a6a8c9074b;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;KR;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
17100: Electrical energy;electricity/supply mix;3510:Electric power generation, transmission and distribution;134a3e0b752755f0e1df17dce6148afe;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;CA-PE;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";af7929b977949d47873d533201e9c654;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;ES;natural gas;market for natural gas, high pressure;;natural gas, high pressure;cubic meter
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;94deb9eba99c49d49aa1884903cccd84;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;JPN;cement;market for cement, CEM II/B;;cement, CEM II/B;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;05e1310d5109496088aee552a1bfa88c;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;JPN;hydrogen;market for hydrogen, gaseous, 40-year period;;hydrogen, gaseous;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;c3b179c95b474bec84f78ac8a3b9cf58;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;MEA;cement;market for cement, CEM II/A-L;;cement, CEM II/A-L;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;f0aa0523d562486ba5b4ef1ea7ef78dc;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;CAZ;cement;market for cement, CP II-F;;cement, CP II-F;kilogram
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;7186f831f402b323f9a7b6bd2fd7bc3e;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;MU;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;94eb635265da4a73b45b26c7869def06;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;NP;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;c577a86140bf45038f1a401287157f4b;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;CHA;cement;market for cement, CEM III/B;;cement, CEM III/B;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;a9ecd0fe25834e7ebe15473f08e4177e;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;CAZ;cement;market for cement, CP II-E;;cement, CP II-E;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";;0729:Mining of other non-ferrous metal ores;d8ba411ea8ac325a4c0b63e1db9b2fed;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;GLO;nickel;market for nickel sulfate;;nickel sulfate;kilogram
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;ea3bc735a7109dd0864a476c7ad2d890;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;SY;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;05670f493125d327b199198d5717677f;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;EE;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
17100: Electrical energy;electricity/supply mix;3510:Electric power generation, transmission and distribution;8ddc0233e0f5f032133ce3ab65e77a95;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;IAI Area, South America;electricity;market for electricity, high voltage, aluminium industry;;electricity, high voltage, aluminium industry;kilowatt hour
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;e9e0abfa4946402590652ed2b1f22e22;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;OAS;cement;market for cement, CEM II/B;;cement, CEM II/B;kilogram
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;aa460d06ecc977ae4bb284e7d77bf1bc;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;TR;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;b17806408c2d43a5bba69f5e2f5b20ea;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;USA;cement;market for cement, CP IV;;cement, CP IV;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;8391d34a599342b08acd49e52532ee29;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;LAM;cement;market for cement, unspecified;;cement, unspecified;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;95bf4801f2dfa177f66277b395f27677;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;PE;cement;market for cement, type IP;;cement, type IP;kilogram
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;67dd9a3a2ec746c20a7116b4f80638c6;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;BY;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;e487749c5f734567b308ce18c111298d;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;SSA;cement;market for cement, CEM IV/A;;cement, CEM IV/A;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";72c658c580d76797ae9f9dcf32b23e70;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;TR;natural gas;market for natural gas, high pressure;;natural gas, high pressure;cubic meter
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;6d4dc939c63b3c8cc6b4a242375831a4;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;AM;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
17100: Electrical energy;electricity/supply mix;3510:Electric power generation, transmission and distribution;7f544d4bcb548b278187fa766c57e062;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;FI;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;bd897261672044e3b963a4da3e65bdc7;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;USA;cement;market for cement, CEM II/A-S;;cement, CEM II/A-S;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;fbabf62622614690a7768fb0a2be2429;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;OAS;cement;market for cement, Portland;;cement, Portland;kilogram
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;074e0535170a0d199bf090f784bb7fcc;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;BY;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";c5fb65ff48114b36a018e0741947c9ab;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;OAS;natural gas;market for natural gas, high pressure;;natural gas, high pressure;cubic meter
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;03fcf73c42b41c86d73fd8568a4fcb75;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;BW;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;e0259f4165a04bab3f42d1db26637bb9;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;NA;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;26cadae10e1504ad6351d8131e79af11;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;EG;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;5a8117c4f44039768ddac111f68e5ea0;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;NZ;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
17100: Electrical energy;electricity/supply mix;3510:Electric power generation, transmission and distribution;227a6a7868e557ed3fb001de457c6906;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;DK;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;f2c34288d969f8bc9d17efff48963fb2;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;NE;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
39310: Slag, dross, scalings and other waste from the manufacture of iron or steel;metals/chipping;"2592:Treatment and coating of metals; machining";fb9aeb60b6a64c9b3067a2682d7669da;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;GLO;chromium;market for chromium steel removed by turning, primarily roughing, computer numerical controlled;;chromium steel removed by turning, primarily roughing, computer numerical controlled;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;ce1890fd611e48128580a051c9691b85;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;OAS;hydrogen;market for hydrogen, gaseous, 60-year period;;hydrogen, gaseous;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;9baf33b8daed4d12994ccbb6c7ea143e;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;NEU;cement;market for cement, type IP/P;;cement, type IP/P;kilogram
3932: Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…];;2394:Manufacture of cement, lime and plaster;67d0eaaad5b6dede8501161ca30e4acd;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;IN;cement;market for cement, Pozzolana Portland;;cement, Pozzolana Portland;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;40acd1b546b74e52af85a00171deed1d;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;CHA;cement;market for cement, CEM II/B-L;;cement, CEM II/B-L;kilogram
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;481c95e7eb746f669b184c8419241b12;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;MD;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;87faf81736ff4f188194b252b99ec86c;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;EUR;cement;market for cement, Portland;;cement, Portland;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;b47fd1ad481449fe85e5ca81b82c8df2;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;EUR;cement;market for cement, CEM IV/B;;cement, CEM IV/B;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;d4d1029b141ebc5c9064bf196a373e52;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;BR;cement;market for cement, CP IV;;cement, CP IV;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";e88d630d212aae3e62d77689310ee8de;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;SK;natural gas;market for natural gas, high pressure;;natural gas, high pressure;cubic meter
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;46ac2f3e23c0d85cb0f163d5b874eea7;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;GA;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;9c8a86783b9245cba092a302e2a90d1b;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;NEU;cement;market for cement, unspecified;;cement, unspecified;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;8c97072e89724185b4089c4dafb46fdb;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;World;cement;market for cement, CEM II/A-S;;cement, CEM II/A-S;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;fdb2ae48e923415999aecb59dac04dbd;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;JPN;hydrogen;market for hydrogen, gaseous, 60-year period;;hydrogen, gaseous;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;a3e00c180a4344a8ab57ba5705c0b213;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;OAS;cement;market for cement, CEM IV/B;;cement, CEM IV/B;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;790b519cb6914f7aa36ed4ed5a74a0a7;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;World;cement;market for cement, CEM II/A;;cement, CEM II/A;kilogram
41310: Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder […];metals/extraction;0729:Mining of other non-ferrous metal ores;a20be73eef30e9d555ae126bea5ca4f5;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;GLO;silver;market for silver, unrefined;;silver, unrefined;kilogram
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;3904bdf156a04637fa1fc655d37df345;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;EC;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
4133: Platinum, unwrought or in semi-manufactured forms, or in powder form;metals/extraction;0729:Mining of other non-ferrous metal ores;8a602aa2a9a1d98898748d90d172fcda;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;ZA;platinum;market for platinum group metal concentrate;;platinum group metal concentrate;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";chemicals/inorganics;2011:Manufacture of basic chemicals;305770a5cd853ebd8b6b640ee7529b2a;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;RoW;aluminium;market for aluminium sulfate, powder;;aluminium sulfate, powder;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;df9b26b7a60f4f4485ec6e8cca9c04f4;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;REF;cement;market for cement, CEM II/A-S;;cement, CEM II/A-S;kilogram
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;6cf339182d5803f01281f4b3fd962729;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;NO;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;f8116561addd6af6168df9b33d701af9;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;ME;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;1ee186615f144e298916f67474a84de3;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;CHA;cement;market for cement, CEM IV/B;;cement, CEM IV/B;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";1d9974ba47314a0c80015e333b470731;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;USA;natural gas;market for natural gas, high pressure, 40-year period;;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;23df48b086c044e9871dfa5978380266;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;MEA;cement;market for cement, ART;;cement, ART;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;49e71caf292b48a58e76121838f445d1;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;EUR;cement;market for cement, CEM III/C;;cement, CEM III/C;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;a95e73c5622370cce548444988aa3b8c;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;US;magnesium;market for magnesium, for reuse in zirconium sponge production;;magnesium, for reuse in zirconium sponge production;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";b17ca70330004e989c93afd79c20e718;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;SSA;natural gas;market for natural gas, high pressure, 20-year period;;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;a38dd30448584f5492ddb397a9b6ec8e;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;CHA;cement;market for cement, CP III;;cement, CP III;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;d9ebcaca83444cdb98674226a56e6d2f;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;IND;cement;market for cement, CEM V/A;;cement, CEM V/A;kilogram
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;06df42fe5565efb1fce78ec1eb39e049;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;CA-NB;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;dabd2deb86f841fe8c7d4f4586e87f28;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;CAZ;cement;market for cement, type I (SM);;cement, type I (SM);kilogram
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;a364ea53a151f26416768c826bbb5dd8;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;GB;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
17100: Electrical energy;;3821:Treatment and disposal of non-hazardous waste;471f76f7fcca024f1d602935588d110f;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;CH;electricity;market for electricity, for reuse in municipal waste incineration only;;electricity, for reuse in municipal waste incineration only;kilowatt hour
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;8d7c0fd1d5500bc5fb33ae6aea6a7794;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;YE;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;81a7419bd74d40cf98d478578aa6fb1b;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;REF;cement;market for cement, type IP;;cement, type IP;kilogram
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;31de3d57f50a3c9352f104dcd5bb52f7;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;MX;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;8ceac319d67196dd32744d1b6ccf5dde;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;LK;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
39366: Waste and scrap of tin;;3830:Materials recovery;f7a08c5e513009fcfc24731afb5b6cfd;ecoinvent_cutoff_3.9_remind_SSP2-Base_2050;Europe without Switzerland;tin;market for tinplate, in mixed metal scrap;;tinplate, in mixed metal scrap;kilogram
