code;name;unit;location;reference product;database;production amount;material_group;ISIC;CPC
7eba4555668563087546d146e049957d;market for cement, unspecified;kilogram;RoW;cement, unspecified;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
7a066d5d8afabf55d46ef6c7c618d64a;market for sand;kilogram;CH;sand;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;sand;0810:Quarrying of stone, sand and clay;15310: Natural sands
535985c8ac448aad0e65dbbc0240f3b6;market for natural gas, high pressure;cubic meter;KW;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
1c2512b157be48f8ae32e53376d9a2a9;market for cement, unspecified;kilogram;NEU;cement, unspecified;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
e88d630d212aae3e62d77689310ee8de;market for natural gas, high pressure;cubic meter;SK;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
d864a0190b9688d765c53d3834caff91;market for sand;kilogram;BR;sand;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;sand;0810:Quarrying of stone, sand and clay;15310: Natural sands
59cf8916e90678fe85a12f5b5666972e;market for natural gas, high pressure;cubic meter;IT;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
e44d6f6a676cdfff45f5b9eece638152;market for silicon, electronics grade;kilogram;GLO;silicon, electronics grade;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;silicon;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
3a4df96f42cf4b5990490352d8c09f22;market for natural gas, high pressure;cubic meter;LAM;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
de42c824f46fc684a70a53bccfdba6d0;market for gallium, semiconductor-grade;kilogram;GLO;gallium, semiconductor-grade;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;gallium;2011:Manufacture of basic chemicals;"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]"
356ed01a85736ea36731aa23124e2fbb;market for rhodium;kilogram;GLO;rhodium;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;rhodium;2420:Manufacture of basic precious and other non-ferrous metals;"4160: Other non-ferrous metals and articles thereof (including waste and scrap of some metals); cermets and articles […]"
27f6ee8136367ae8e578ac1b5a988696;market for silicon, multi-Si, casted;kilogram;RER;silicon, multi-Si, casted;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;silicon;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
068b36f8228f2274f30e3f2a4021de4b;market for fluorspar, 97% purity;kilogram;GLO;fluorspar, 97% purity;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;fluorspar;0891:Mining of chemical and fertilizer minerals;16190: Other chemical minerals
41e0c9c420386fd5a7b13bb3bb1ebdab;market for natural gas, high pressure;cubic meter;IE;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
906119ef526cfb1c3d88757f685884e2;market for natural gas, high pressure;cubic meter;DZ;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
160194493d01c6ba3b3048c2147c9378;market for natural gas, high pressure;cubic meter;BE;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
b96f605497729697a6722cf008f1c62b;market for cement, unspecified;kilogram;CH;cement, unspecified;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
18834ad8984de59cb73fd125b10c9bc0;market for phosphate rock, beneficiated;kilogram;MA;phosphate rock, beneficiated;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;phosphate rock;0891:Mining of chemical and fertilizer minerals;34629: Other phosphatic fertilizers, n.e.c.
1276e9961272b2ab3cf63c320d7975e1;market for petroleum;kilogram;CH;petroleum;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;petroleum;4661:Wholesale of solid, liquid and gaseous fuels and related products;12010: Petroleum oils and oils obtained from bituminous minerals, crude
34b2d310a54d47f3a0252dcb25e91bcf;market for cement, unspecified;kilogram;World;cement, unspecified;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
8c533000f0930a8bd674095041d96d69;market for natural gas, high pressure;cubic meter;RoW;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
4e7daa7248f04e268c4bce4a9af23c02;market for cement, unspecified;kilogram;SSA;cement, unspecified;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
63c1ac90c04ce17ee2378c39a2ce6849;market for natural gas, low pressure;cubic meter;RoW;natural gas, low pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";69120: Gas distribution through mains (on own account)
e00cbb03fdc5efbd82cb393eb7edeecf;market for cobalt;kilogram;GLO;cobalt;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;cobalt;2420:Manufacture of basic precious and other non-ferrous metals;41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]
94a5c543e7175166ce36e3daefea8e72;market for lithium sulfate;kilogram;GLO;lithium sulfate;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;lithium;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
98916038b56e9f9d8144eb118f5a0dd0;market for lithium carbonate;kilogram;GLO;lithium carbonate;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;lithium;2011:Manufacture of basic chemicals;"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c."
d64be106f6801c2c9d6a94bed1e4f893;market for cement, unspecified;kilogram;ZA;cement, unspecified;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
7468bebab4374474a69d3f299f6f07bc;market for cement, unspecified;kilogram;CAZ;cement, unspecified;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
73a4483e483a28e471ceffb1e6ef8b0d;market for silicon, multi-Si, casted;kilogram;RoW;silicon, multi-Si, casted;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;silicon;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
1e9a730517bc9d12fb67c9976063bbfb;market for natural gas, high pressure;cubic meter;ID;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
612a9183c7bac2685fb87a699974c8aa;market for helium;kilogram;GLO;helium;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;helium;2011:Manufacture of basic chemicals;"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]"
e270f0f5b6204b8c0d5081c65b376444;market for natural gas, low pressure;cubic meter;CA;natural gas, low pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";69120: Gas distribution through mains (on own account)
c7cf571e5175aa5d01e44a386009bcec;market for petroleum;kilogram;RoW;petroleum;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;petroleum;4661:Wholesale of solid, liquid and gaseous fuels and related products;12010: Petroleum oils and oils obtained from bituminous minerals, crude
491549b2f0cee302298eaf61bdce8ae0;market for beryllium;kilogram;GLO;beryllium;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;beryllium;242:Manufacture of basic precious and other non-ferrous metals;41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]
bdc067119a7a4af3810d324064fad177;market for natural gas, high pressure;cubic meter;World;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
683c871038aaa454a18c4f913eef655c;market for silicon, single crystal, Czochralski process, photovoltaics;kilogram;RER;silicon, single crystal, Czochralski process, photovoltaics;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;silicon;2011:Manufacture of basic chemicals;34: Basic chemicals
29d1c4a73720a7cdb66cb4d65900e445;market for natural gas, high pressure;cubic meter;RO;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
f1d5de00687347350cca9ae465fedb15;market for natural gas, high pressure;cubic meter;FR;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
e7bb282744e6bbf0ab868a80ba3ce1bd;market for natural gas, high pressure;cubic meter;HU;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
402b722aa4a63d94ac64b2ea9e9e1054;market for coke;megajoule;GLO;coke;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;coke;1910:Manufacture of coke oven products;"33100: Coke and semi-coke of coal, of lignite or of peat; retort carbon"
5fc5f4ad7af6554959c68329538a1d27;market for phosphate rock, beneficiated;kilogram;RoW;phosphate rock, beneficiated;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;phosphate rock;0891:Mining of chemical and fertilizer minerals;34629: Other phosphatic fertilizers, n.e.c.
55e90974b4c0480cbb8a7395f6359d9c;market for natural gas, high pressure;cubic meter;USA;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
80fcca8589fedf2ca441140bb8c913e6;market for petroleum;kilogram;RNA;petroleum;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;petroleum;4661:Wholesale of solid, liquid and gaseous fuels and related products;12010: Petroleum oils and oils obtained from bituminous minerals, crude
4c47fb2e57f28bb0ec8f613c349a16d5;market for silicon, single crystal, Czochralski process, electronics;kilogram;RoW;silicon, single crystal, Czochralski process, electronics;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;silicon;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
3ceeb06cd08285f2c7244945bf1a8478;market for natural gas, low pressure;cubic meter;GB;natural gas, low pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";69120: Gas distribution through mains (on own account)
a89057d9e8aa41c1af7f2a4e08c1bbc9;market for cement, unspecified;kilogram;LAM;cement, unspecified;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
0c68daf6455c3e7750a7d48e87f17f7a;market for tantalum concentrate, 30% Ta2O5;kilogram;GLO;tantalum concentrate, 30% Ta2O5;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;tantalum;0729:Mining of other non-ferrous metal ores;41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]
5fbddcb18d603dc3eb7572432db4c0ad;market for natural gas, high pressure;cubic meter;NL;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
cf8ac48c5ba14eabb39fcb351a722a57;market for cement, unspecified;kilogram;CHA;cement, unspecified;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
ec07535fca8846409484802aa75d1970;market for cement, unspecified;kilogram;EUR;cement, unspecified;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
72f0fb1669cc82aed89e97ac2d612d0b;market for sand;kilogram;RoW;sand;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;sand;0810:Quarrying of stone, sand and clay;15310: Natural sands
a9947f83f54940f29058c3ae64b8be0c;market for natural gas, high pressure;cubic meter;CHA;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
84c52a94bf58be855ac22e6a538a16ba;market for natural gas, high pressure;cubic meter;PL;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
a23ff5a5512f239248b86d5706a7c4e4;market for latex;kilogram;RoW;latex;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;latex;2013:Manufacture of plastics and synthetic rubber in primary forms;"34790: Other plastics in primary forms; ion exchangers"
14412ba070f24c1186181f6922d48393;market for natural gas, high pressure;cubic meter;CAZ;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
21f289ca8150d47229f9d6b839ec92ef;market for natural gas, high pressure;cubic meter;IQ;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
de03d27ded836711c700f636845168d5;market for sodium borates;kilogram;GLO;sodium borates;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;borates;0891:Mining of chemical and fertilizer minerals;16190: Other chemical minerals
4493d6ebe7d2b80501f30fb24074e0d3;market for natural gas, high pressure;cubic meter;SE;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
1a07bf6d0564b49db80ab54f5dc3f2c1;market for natural gas, high pressure;cubic meter;GR;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
2e585b72b61f60b7425badee010955e3;market for natural gas, high pressure;cubic meter;CN;natural gas, high pressure;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030;;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
