name;db_target;db_year;method_0;method_1;method_2;activity;unit;total;46410: Primary cells and primary batteries;4153: Semi-finished products of aluminium or aluminium alloys;88752: Battery and accumulator manufacturing services;46430: Parts of primary cells, primary batteries and electric accumulators (including separators);53269: Other constructions for manufacturing;"471: Electronic valves and tubes; electronic components; parts thereof";47130: Printed circuits;35470: Chemical elements and compounds doped for use in electronics;"41412: Unrefined copper; copper anodes for electrolytic refining";46950: Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbo[…];"463: Insulated wire and cable; optical fibre cables";89330: Metal forging, pressing, stamping, roll forming and powder metallurgy services;4124: Bars and rods, hot-rolled, of iron or steel;6511: Road transport services of freight;34170: Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];17100: Electrical energy;65119: Other road transport services of freight;65213: Coastal and transoceanic water transport services of intermodal containers by container ships;34710: Polymers of ethylene, in primary forms;17300: Steam and hot water;88601: Basic iron and steel manufacturing services;4151: Semi-finished products of copper or copper alloys;6512: Railway transport services of freight;89200: Moulding, pressing, stamping, extruding and similar plastic manufacturing services;893: Casting, forging, stamping and similar metal manufacturing services;65229: Other inland water transport services of freight;41122: Alloy steel in ingots or other primary forms and semi-finished products of alloy steel;36990: Articles of plastics n.e.c.;347: Plastics in primary forms;18000: Natural water;Unnamed: 50;53211: Highways (except elevated highways), streets and roads;33360: Gas oil;"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";65219: Other coastal and transoceanic water transport services of other freight;other
NCA;PkBudg500;2065;T-reX;Waste: CO$_{2}$ combined;CO$_{2}$ (kg);NMC811, rechargeable, prismatic;kg;4.313124917463028;0.0;0.033465603817445;0.0483851012273068;0.655390274136963;0.1056822863922786;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0287139597165634;0.0;0.0;0.0;0.0;0.12836277470944313
LiMn2O4;PkBudg500;2065;T-reX;Waste: CO$_{2}$ combined;CO$_{2}$ (kg);LFP, rechargeable, prismatic;kg;2.5588597940485567;0.462598824681055;0.0;0.0790621535595106;0.1182895869722127;0.1468829110871408;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0526196943162462;0.0;0.0;0.0;0.0;0.14054682938383456
LFP;PkBudg500;2065;T-reX;Waste: CO$_{2}$ combined;CO$_{2}$ (kg);LiMn2O4, rechargeable, prismatic;kg;1.5202905425677975;0.4863059510607154;0.0;0.0;0.0;0.0534413731882501;0.0;0.1275090063575889;0.0;0.0;0.0;0.0;0.0;0.1355044306340564;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.079739056219179;0.0;0.0;0.0;0.0;0.11750018254021022
NMC811;PkBudg500;2065;T-reX;Waste: Hazardous combined;Hazardous (kg);NMC111, rechargeable, prismatic;kg;1.4772353611132338;0.0;0.0013652161883442;0.0052357372842799;0.9779913185457296;0.0;0.001922152909014;0.0;0.0;0.0;0.0;0.0;0.0090458563940546;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00443971867857762
NMC111;PkBudg500;2065;T-reX;Waste: Hazardous combined;Hazardous (kg);NCA, rechargeable, prismatic;kg;0.6945028958307362;0.0;0.0030514716594652;0.0115970980352015;0.9506259096766864;0.0;0.004402264197008;0.0;0.0;0.0;0.0;0.0;0.020427615766645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009895640664994043
NCA;PkBudg500;2065;T-reX;Waste: Hazardous combined;Hazardous (kg);NMC811, rechargeable, prismatic;kg;0.5002626475714447;0.0;0.0042819137330902;0.0161027952552073;0.9325416220251324;0.0;0.0056891628513705;0.0;0.0;0.0;0.0;0.0;0.0279555406011781;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013428965534021509
LiMn2O4;PkBudg500;2065;T-reX;Waste: Hazardous combined;Hazardous (kg);LFP, rechargeable, prismatic;kg;0.1352768681990896;0.7278412180432453;0.0;0.0579737607664349;0.0633944990091308;0.0;0.0170849486026322;0.0;0.0;0.0;0.0;0.0;0.0989111178390558;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03479445573950102
LFP;PkBudg500;2065;T-reX;Waste: Hazardous combined;Hazardous (kg);LiMn2O4, rechargeable, prismatic;kg;0.0265817547250447;0.3871532610911879;0.0;0.0;0.0;0.0;0.0264823249780204;0.486533194173897;0.0;0.0;0.0;0.0442869637895356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0166402385273421;0.0;0.0;0.0;0.0;0.038904017440017036
NMC811;PkBudg500;2065;T-reX;Waste: Incineration combined;Incineration (kg);NMC111, rechargeable, prismatic;kg;1.5480261282920391;0.0;0.0;0.0070404518195946;0.9543444153260324;0.0135261948867451;0.0025345918528865;0.0;0.0;0.0;0.0;0.0;0.0145850552508838;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007969290863857559
NMC111;PkBudg500;2065;T-reX;Waste: Incineration combined;Incineration (kg);NCA, rechargeable, prismatic;kg;0.7659371397680224;0.0;0.0;0.0148177252047805;0.8899903596435687;0.0386221597565292;0.0055157646599779;0.0;0.0;0.0;0.0;0.0;0.0312957657386475;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019758224996496265
NCA;PkBudg500;2065;T-reX;Waste: Incineration combined;Incineration (kg);NMC811, rechargeable, prismatic;kg;0.5671113917712058;0.0;0.0;0.0200162286210672;0.8572603254085446;0.0474811972894814;0.0069346854155453;0.0;0.0;0.0;0.0;0.0;0.0416662649008426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026641298364518895
LiMn2O4;PkBudg500;2065;T-reX;Waste: Incineration combined;Incineration (kg);LFP, rechargeable, prismatic;kg;0.18765588390923;0.584224981756143;0.0;0.0588219793568917;0.0776984064786487;0.1106498265426643;0.0;0.0;0.0;0.0;0.0;0.0;0.1204740318011415;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04813077406451083
LFP;PkBudg500;2065;T-reX;Waste: Incineration combined;Incineration (kg);LiMn2O4, rechargeable, prismatic;kg;0.0749356928146551;0.6627557614376218;0.0;0.0;0.0;0.0838282147022333;0.0;0.1980888388002148;0.0;0.0;0.0;0.0150063971635902;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0133582636702112;0.0;0.0;0.0;0.0;0.02696252422612866
NMC811;PkBudg500;2065;T-reX;Waste: Landfill combined;Landfill (kg);NMC111, rechargeable, prismatic;kg;13.007148804087793;0.0;0.0090401914556498;0.0;0.8960865814638543;0.0422503980057216;0.0;0.0;0.0125116991927895;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0092751763161731;0.0;0.0;0.0;0.0;0.03083595356581159
NMC111;PkBudg500;2065;T-reX;Waste: Landfill combined;Landfill (kg);NCA, rechargeable, prismatic;kg;10.747938149618632;0.0;0.0115616730282553;0.0;0.8649446067099308;0.0578065562631536;0.0;0.0;0.0150000192459953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0112540557103287;0.0;0.0;0.0;0.0;0.039433089042336444
NCA;PkBudg500;2065;T-reX;Waste: Landfill combined;Landfill (kg);NMC811, rechargeable, prismatic;kg;9.680707044289136;0.0;0.0126122802886771;0.0;0.8548460447753123;0.0584072336787526;0.0;0.0;0.019049718469504;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0124753748459068;0.0;0.0;0.0;0.0;0.04260934794184723
LiMn2O4;PkBudg500;2065;T-reX;Waste: Landfill combined;Landfill (kg);LFP, rechargeable, prismatic;kg;4.3020704795350255;0.7424622813739876;0.0;0.0266492394288121;0.0475365935898059;0.1034753640640565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0318000570209805;0.0;0.0;0.0;0.0;0.048076464522357365
LFP;PkBudg500;2065;T-reX;Waste: Landfill combined;Landfill (kg);LiMn2O4, rechargeable, prismatic;kg;1.9971663333852572;0.7436788623970956;0.0;0.0;0.0;0.059353218474613;0.0;0.0293261185678598;0.0;0.0;0.0;0.0;0.0;0.0480044467014486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0692077067077144;0.0;0.0;0.0;0.0;0.05042964715126852
NMC811;PkBudg500;2065;T-reX;Waste: Openburning combined;Openburning (kg);NCA, rechargeable, prismatic;kg;0.0169909883864546;0.0;0.0;0.0678841156309017;0.3055155327973903;0.2853701664737042;0.0;0.0;0.022485108404226;0.0;0.0;0.0;0.2538259645115708;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06491911218220703
NMC111;PkBudg500;2065;T-reX;Waste: Openburning combined;Openburning (kg);NMC111, rechargeable, prismatic;kg;0.0163235796205545;0.0;0.0;0.0678540712509778;0.3336208864888312;0.2618759079525686;0.0;0.0;0.0236254263796901;0.0;0.0;0.0;0.2488553196156551;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06416838831227722
NCA;PkBudg500;2065;T-reX;Waste: Openburning combined;Openburning (kg);NMC811, rechargeable, prismatic;kg;0.0161080025609631;0.0;0.0;0.0716178397699947;0.298547628763687;0.2734971765724722;0.0;0.0;0.027130050580454;0.0;0.0;0.0;0.2639290710017788;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0652782333116132
LiMn2O4;PkBudg500;2065;T-reX;Waste: Openburning combined;Openburning (kg);LFP, rechargeable, prismatic;kg;0.0137509135152326;0.2379571617317394;0.0;0.0818518553552191;0.1079993260285779;0.2438606314939444;0.0;0.0;0.0;0.0;0.0;0.0;0.2958012872067938;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0325297381837254
LFP;PkBudg500;2065;T-reX;Waste: Openburning combined;Openburning (kg);LiMn2O4, rechargeable, prismatic;kg;0.004761018273104;0.6776690619031273;0.0;0.0;0.0;0.2038112155413294;0.0194359956712594;0.0443625077943337;0.0;0.0;0.0;0.0348341928088336;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019887026281116604
NMC811;PkBudg500;2065;T-reX;Waste: Recycling combined;Recycling (kg);NMC111, rechargeable, prismatic;kg;1.6030118188646083;0.0;0.0;0.0154544266461962;0.7010776885171365;0.2291294544592096;0.0;0.0;0.0096445934104034;0.0;0.0;0.0;0.0086194923017896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03607434466526471
NMC111;PkBudg500;2065;T-reX;Waste: Recycling combined;Recycling (kg);NCA, rechargeable, prismatic;kg;1.426728391215683;0.0;0.0;0.018081904288146;0.624883746745625;0.2929518038043448;0.0;0.0;0.0107348978498087;0.0;0.0;0.0;0.0102818074007945;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04306583991128088
NCA;PkBudg500;2065;T-reX;Waste: Recycling combined;Recycling (kg);NMC811, rechargeable, prismatic;kg;1.2727149037433674;0.0;0.0;0.0202735731623013;0.6098416572375959;0.298368742363311;0.0;0.0;0.0137653340349637;0.0;0.0;0.0;0.0113619760388279;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04638871716300019
LiMn2O4;PkBudg500;2065;T-reX;Waste: Recycling combined;Recycling (kg);LFP, rechargeable, prismatic;kg;0.6115543545406297;0.2818431937700403;0.0;0.0410651687054033;0.1281789001543289;0.4861671072977008;0.0;0.0;0.0;0.0;0.0;0.0;0.0226231266641673;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04012250340835943
LFP;PkBudg500;2065;T-reX;Waste: Recycling combined;Recycling (kg);LiMn2O4, rechargeable, prismatic;kg;0.2331998070314631;0.4657221470847081;0.0;0.0;0.0;0.3952469439034909;0.0177686109397376;0.0628293994774072;0.0;0.0;0.0;0.0311750579050762;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027257840689579926
NMC811;PkBudg500;2065;T-reX;Waste: Total combined;Total (m$^{3}$);NMC111, rechargeable, prismatic;kg;0.3511531288592059;0.0;0.0;0.0136474552013037;0.9406922473182672;0.0;0.006279294645036;0.0;0.0;0.0039875841507517;0.0;0.0;0.0154464940721504;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019946924612491035
NMC111;PkBudg500;2065;T-reX;Waste: Total combined;Total (m$^{3}$);NCA, rechargeable, prismatic;kg;0.2709080208512143;0.0;0.0;0.0184213818118388;0.911528725763545;0.0087670537213794;0.0087639133791473;0.0;0.0;0.0;0.0;0.0;0.0212567545830863;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.031262170741003126
NCA;PkBudg500;2065;T-reX;Waste: Total combined;Total (m$^{3}$);NMC811, rechargeable, prismatic;kg;0.2344760541279117;0.0;0.0;0.0212873465029566;0.899964793542392;0.0092770592127139;0.009425789182556;0.0;0.0;0.0;0.0;0.0;0.0242099869817814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.035835024577600016
LiMn2O4;PkBudg500;2065;T-reX;Waste: Total combined;Total (m$^{3}$);LFP, rechargeable, prismatic;kg;0.0562810325940913;0.5997778569487088;0.0;0.0862153015217711;0.1062927774765505;0.0;0.0318892963434937;0.0;0.0;0.0;0.0;0.0;0.0965014133166979;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07932335439277793
LFP;PkBudg500;2065;T-reX;Waste: Total combined;Total (m$^{3}$);LiMn2O4, rechargeable, prismatic;kg;0.0324141443057684;0.561239656143791;0.0;0.0;0.0;0.0;0.0355016387516149;0.1814009547121044;0.0;0.0;0.0;0.0438008263368422;0.0;0.1502736439048774;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02778328015077003
NMC811;PkBudg500;2065;T-reX;Waste: Total combined;Total (kg);NMC111, rechargeable, prismatic;kg;50.11091839552607;0.0;0.00655301061359;0.0083040684683958;0.883632893676413;0.0654853007043461;0.0;0.0;0.0092641527204406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026760573816814515
NMC111;PkBudg500;2065;T-reX;Waste: Total combined;Total (kg);NCA, rechargeable, prismatic;kg;40.66208203151924;0.0;0.0085343357842879;0.0106568663487937;0.8434654566205116;0.0913603874462024;0.0;0.0;0.0113101151761527;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03467283862405168
NCA;PkBudg500;2065;T-reX;Waste: Total combined;Total (kg);NMC811, rechargeable, prismatic;kg;35.97468732732147;0.0;0.0094780099497564;0.012047531269475;0.8318608239922356;0.0939930142469506;0.0;0.0;0.0146230604879134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.037997560053668944
LiMn2O4;PkBudg500;2065;T-reX;Waste: Total combined;Total (kg);LFP, rechargeable, prismatic;kg;13.142165276168209;0.6146816888935616;0.0;0.0321823840710069;0.0742878591711468;0.200413409874623;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0217624694458181;0.0;0.0;0.0;0.0;0.056672188543843705
LFP;PkBudg500;2065;T-reX;Waste: Total combined;Total (kg);LiMn2O4, rechargeable, prismatic;kg;5.676828006259729;0.6837367359396568;0.0;0.0;0.0;0.1315679485037788;0.0;0.0400948354205395;0.0;0.0;0.0;0.0;0.0;0.0378324649484991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.052092601415769;0.0;0.0;0.0;0.0;0.05467541377175689
NCA;PkBudg500;2070;T-reX;Demand: Aluminium;Aluminium;NCA, rechargeable, prismatic;kg;0.9512084573499212;0.1963573664344292;0.4319554967788598;0.1730432455706935;0.1733049093392511;0.0079436370065985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017395344870167806
LiMn2O4;PkBudg500;2070;T-reX;Demand: Aluminium;Aluminium;LFP, rechargeable, prismatic;kg;0.9241786449199272;0.4295824935638518;0.3649101287911708;0.1738362852157324;0.0200155998942273;0.0045546581006298;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007100834434387804
NMC111;PkBudg500;2070;T-reX;Demand: Aluminium;Aluminium;NMC811, rechargeable, prismatic;kg;0.9104190067336644;0.2023943489935896;0.4434139241436807;0.1808277164858847;0.1476328944184365;0.0076913943531692;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018039721605239256
NMC811;PkBudg500;2070;T-reX;Demand: Aluminium;Aluminium;NMC111, rechargeable, prismatic;kg;0.9015406599630016;0.1995013655696714;0.4312973429544659;0.1753271563110098;0.1689027428576511;0.0075431736955925;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017428218611609148
LFP;PkBudg500;2070;T-reX;Demand: Aluminium;Aluminium;LiMn2O4, rechargeable, prismatic;kg;0.4377615900639098;0.9731680047202002;0.0;0.0;0.0;0.0038314114105426;0.0;0.0083654731928521;0.0;0.0;0.0;0.00328414671159;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0056011042283562;0.0;0.0;0.0;0.0;0.005749859736458918
NCA;PkBudg500;2070;T-reX;Demand: Bauxite;Bauxite;NCA, rechargeable, prismatic;kg;1.008273820665402;0.0;0.6314524218425109;0.1801139136889897;0.1613517385576169;0.0089529392802686;0.0034682374451857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014660749185428257
LiMn2O4;PkBudg500;2070;T-reX;Demand: Bauxite;Bauxite;NMC811, rechargeable, prismatic;kg;0.9817689182068694;0.0;0.6371642961740069;0.1850088204854235;0.150825849705308;0.0085122191504931;0.0;0.0;0.0035960072523459;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0148928072324227
NMC111;PkBudg500;2070;T-reX;Demand: Bauxite;Bauxite;LFP, rechargeable, prismatic;kg;0.9801382777158892;0.25178774867557;0.5332992834750003;0.1808441275467916;0.0216644529741559;0.0051899010609923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0072144862674899946
NMC811;PkBudg500;2070;T-reX;Demand: Bauxite;Bauxite;NMC111, rechargeable, prismatic;kg;0.9700915428956774;0.0;0.6209759645143496;0.1797699873792983;0.1727346392586587;0.008361284184669;0.0033478196952424;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014810304967782018
LFP;PkBudg500;2070;T-reX;Demand: Bauxite;Bauxite;LiMn2O4, rechargeable, prismatic;kg;0.4816394883041019;0.973714359621614;0.0;0.0;0.0;0.0042083230722069;0.0;0.0076539028494887;0.0;0.0;0.0;0.0033083907778573;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005201306667073;0.0;0.0;0.0;0.0;0.005913717011760133
NCA;PkBudg500;2070;T-reX;Demand: Cement;Cement;NMC111, rechargeable, prismatic;kg;0.6463829147056191;0.0;0.0161139697908947;0.021854419178956;0.6670026568688686;0.2297834795609322;0.0;0.0;0.0135374204988039;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05170805410154444
LiMn2O4;PkBudg500;2070;T-reX;Demand: Cement;Cement;NCA, rechargeable, prismatic;kg;0.581200024689529;0.0;0.0189388190411261;0.0253104205360143;0.5943247602344686;0.2853533683423773;0.0;0.0;0.014914844688984;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0611577871570298
NMC111;PkBudg500;2070;T-reX;Demand: Cement;Cement;NMC811, rechargeable, prismatic;kg;0.522991847335641;0.0;0.0206794245516273;0.0281323508504917;0.5787354735437927;0.2883431304743431;0.0;0.0;0.0189595534886896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06515006709105553
NMC811;PkBudg500;2070;T-reX;Demand: Cement;Cement;LFP, rechargeable, prismatic;kg;0.3571715998582928;0.3422951881658998;0.0253478627399111;0.0400120726445905;0.2215205147051115;0.3259446261487866;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.044879735595700576
LFP;PkBudg500;2070;T-reX;Demand: Cement;Cement;LiMn2O4, rechargeable, prismatic;kg;0.1230132942995754;0.4838074657999384;0.0;0.0;0.0;0.1378650401984216;0.0;0.0703974107944069;0.0;0.0;0.0;0.0;0.0;0.1975620426837058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0403682615070583;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06999977901646903
NCA;PkBudg500;2070;T-reX;Demand: Coal(black);Coal(black);NMC111, rechargeable, prismatic;kg;1.1789924104361362;0.0;0.3669117192481834;0.112729454740359;0.3945228365390911;0.0309964459660461;0.0;0.0;0.0;0.0;0.0454302683265372;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04940927517978322
LiMn2O4;PkBudg500;2070;T-reX;Demand: Coal(black);Coal(black);NCA, rechargeable, prismatic;kg;1.1612250915880895;0.0;0.3936581570735085;0.1191866331315861;0.3469235883009061;0.0350564556138994;0.0;0.0;0.0;0.0;0.0538991202437118;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05127604563638821
