name;db_target;db_year;method_0;method_1;method_2;activity;unit;total;46410: Primary cells and primary batteries;4153: Semi-finished products of aluminium or aluminium alloys;88752: Battery and accumulator manufacturing services;46430: Parts of primary cells, primary batteries and electric accumulators (including separators);53269: Other constructions for manufacturing;"471: Electronic valves and tubes; electronic components; parts thereof";47130: Printed circuits;35470: Chemical elements and compounds doped for use in electronics;"41412: Unrefined copper; copper anodes for electrolytic refining";46950: Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbo[…];"463: Insulated wire and cable; optical fibre cables";89330: Metal forging, pressing, stamping, roll forming and powder metallurgy services;4124: Bars and rods, hot-rolled, of iron or steel;6511: Road transport services of freight;34170: Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];17100: Electrical energy;65119: Other road transport services of freight;65213: Coastal and transoceanic water transport services of intermodal containers by container ships;34710: Polymers of ethylene, in primary forms;17300: Steam and hot water;88601: Basic iron and steel manufacturing services;4151: Semi-finished products of copper or copper alloys;6512: Railway transport services of freight;89200: Moulding, pressing, stamping, extruding and similar plastic manufacturing services;893: Casting, forging, stamping and similar metal manufacturing services;65229: Other inland water transport services of freight;41122: Alloy steel in ingots or other primary forms and semi-finished products of alloy steel;36990: Articles of plastics n.e.c.;347: Plastics in primary forms;18000: Natural water;Unnamed: 50;53211: Highways (except elevated highways), streets and roads;33360: Gas oil;"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";65219: Other coastal and transoceanic water transport services of other freight;other
NMC811;Base;2040;T-reX;Demand: Cement;Cement;NMC111, rechargeable, prismatic;kg;0.5984238151655651;0.0;0.0152720870034296;0.0204511396249897;0.6585511124333036;0.2429280406534887;0.0;0.0;0.0134375411739049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04936007911088347
NMC111;Base;2040;T-reX;Demand: Cement;Cement;NCA, rechargeable, prismatic;kg;0.5447066199522319;0.0;0.0177308971038433;0.0233969677658691;0.5884435985908777;0.2980630287495105;0.0;0.0;0.0146246201508407;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05774088763905871
LiMn2O4;Base;2040;T-reX;Demand: Cement;Cement;NMC811, rechargeable, prismatic;kg;0.4907876014190691;0.0;0.0193354654036821;0.0259719528726984;0.5739686294130744;0.3007460316379874;0.0;0.0;0.0185665978240346;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06141132284852313
NCA;Base;2040;T-reX;Demand: Cement;Cement;LFP, rechargeable, prismatic;kg;0.3323652742334581;0.3236168281177028;0.0239010768428075;0.0372755855509476;0.2299610909465088;0.3434441892625222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04180122927951113
LFP;Base;2040;T-reX;Demand: Cement;Cement;LiMn2O4, rechargeable, prismatic;kg;0.1096992233592831;0.4956072283139561;0.0;0.0;0.0;0.1512753709646481;0.0;0.0707670252521492;0.0;0.0;0.0;0.0;0.0;0.1787411293928703;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0356965582834754;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06791268779290094
NMC811;Base;2040;T-reX;Demand: Coal(black);Coal(black);NMC111, rechargeable, prismatic;kg;2.083634440020184;0.0;0.2228737427198881;0.0857636590353369;0.5044804977663992;0.0323278839125167;0.0;0.0;0.0;0.0;0.042065296766877;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11248891979898201
NMC111;Base;2040;T-reX;Demand: Coal(black);Coal(black);NCA, rechargeable, prismatic;kg;1.9952379195546317;0.0;0.2459279969098082;0.0932662730243298;0.4520047423848387;0.037722941546741;0.0;0.0;0.0;0.0;0.0514114085721369;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11966663756214546
LiMn2O4;Base;2040;T-reX;Demand: Coal(black);Coal(black);NMC811, rechargeable, prismatic;kg;1.9034005142245607;0.0;0.2532745773301472;0.0977835124432781;0.4360869644514329;0.0361280920417226;0.0;0.0;0.0;0.0;0.0514156677662732;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12531118596714597
NCA;Base;2040;T-reX;Demand: Coal(black);Coal(black);LFP, rechargeable, prismatic;kg;1.492602918864842;0.4595820901165997;0.2692520526009701;0.1215855966805584;0.0575688670965451;0.036027358052214;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05598403545311281
LFP;Base;2040;T-reX;Demand: Coal(black);Coal(black);LiMn2O4, rechargeable, prismatic;kg;1.0993509068915923;0.7596438144955839;0.0;0.0;0.0;0.0;0.0;0.0875876825591243;0.0;0.0;0.0;0.0136684097841851;0.0;0.0846315665970339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0201838717752086;0.0;0.0;0.0;0.0;0.03428465478886411
NMC811;Base;2040;T-reX;Demand: Coal(brown);Coal(brown);NMC111, rechargeable, prismatic;kg;0.366546856573352;0.0;0.1789820036388011;0.0802935009400241;0.5255755785035677;0.0;0.0;0.0;0.0;0.0;0.0483598477142545;0.0;0.0;0.0;0.0;0.0;0.0601813687344791;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10660770046887347
NMC111;Base;2040;T-reX;Demand: Coal(brown);Coal(brown);NCA, rechargeable, prismatic;kg;0.3537418788762005;0.0;0.195971310609717;0.0866400544880308;0.4750487125356362;0.0;0.0;0.0;0.0;0.0;0.0599916890885984;0.0;0.0;0.0;0.0;0.0;0.06926208260779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11308615067022765
LiMn2O4;Base;2040;T-reX;Demand: Coal(brown);Coal(brown);NMC811, rechargeable, prismatic;kg;0.3394470153036805;0.0;0.2004935140320279;0.0903044969217239;0.465644919373021;0.0;0.0;0.0;0.0;0.0;0.0596276143619226;0.0;0.0;0.0;0.0;0.0;0.0680013848281217;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11592807048318288
NCA;Base;2040;T-reX;Demand: Coal(brown);Coal(brown);LFP, rechargeable, prismatic;kg;0.2283714659119585;0.4708977866416713;0.248685961564681;0.1309439945270739;0.0711352009074223;0.0;0.0228590249255476;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05547803143360397
LFP;Base;2040;T-reX;Demand: Coal(brown);Coal(brown);LiMn2O4, rechargeable, prismatic;kg;0.1796190101504325;0.7781104011005938;0.0;0.0;0.0;0.0;0.0;0.1540255095758375;0.0;0.0;0.0;0.013515359647766;0.0;0.0134084958330496;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0238596951517186;0.0;0.0;0.0;0.0;0.01708053869103454
NMC811;Base;2040;T-reX;Demand: Cobalt;Cobalt;NMC111, rechargeable, prismatic;kg;0.2352830461722785;0.0;0.0;0.0;0.999995528778271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.471221728974406e-06
NMC111;Base;2040;T-reX;Demand: Cobalt;Cobalt;NCA, rechargeable, prismatic;kg;0.0958051426065394;0.0;0.0;0.0;0.9999881930689528;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1806931047186886e-05
LiMn2O4;Base;2040;T-reX;Demand: Cobalt;Cobalt;NMC811, rechargeable, prismatic;kg;0.0625675848461334;0.0;0.0;0.0;0.9999829664287608;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.703357123916671e-05
NCA;Base;2040;T-reX;Demand: Cobalt;Cobalt;LFP, rechargeable, prismatic;kg;1.1480612947894252e-06;0.6350310045862182;0.0287734251458069;0.0489342964496371;0.1717589536016751;0.055747452890526;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.059754867326136774
LFP;Base;2040;T-reX;Demand: Cobalt;Cobalt;LiMn2O4, rechargeable, prismatic;kg;5.163560595871929e-07;0.4189081225335619;0.0;0.0;0.0;0.0221204053059515;0.0;0.0634458937613194;0.0;0.0;0.0;0.0;0.0;0.4142998968547558;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0276850473405858;0.0;0.0;0.0;0.0;0.05354063420382549
NMC811;Base;2040;T-reX;Demand: Coke;Coke;NMC111, rechargeable, prismatic;kg;2.3209653392765066;0.0;0.0579501339650006;0.0341994422187177;0.6205261575307227;0.1547373457605318;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.023061170124851;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1095257504001762
NMC111;Base;2040;T-reX;Demand: Coke;Coke;NCA, rechargeable, prismatic;kg;2.2603274998433385;0.0;0.0628659924102163;0.0365686531076781;0.5472131336528763;0.1777491787515573;0.0;0.0;0.0;0.0;0.0566641363806597;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11893890569701238
LiMn2O4;Base;2040;T-reX;Demand: Coke;Coke;NMC811, rechargeable, prismatic;kg;2.09977902517497;0.0;0.0664822327463647;0.0393716823939821;0.5327846202642587;0.1742655968504302;0.0;0.0;0.0;0.0;0.0581869737693286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12890889397563576
NCA;Base;2040;T-reX;Demand: Coke;Coke;LiMn2O4, rechargeable, prismatic;kg;1.9427161154332704;0.210336473753882;0.0;0.0;0.0;0.0264297063509505;0.0;0.0247568180868281;0.0;0.0;0.0;0.0;0.0;0.6467628471103457;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0622652462853991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02944890841259462
LFP;Base;2040;T-reX;Demand: Coke;Coke;LFP, rechargeable, prismatic;kg;1.526223388332046;0.4391819509037631;0.0763458046366371;0.0529755121025882;0.1573328641780823;0.1809016223020371;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09326224587689214
NMC811;Base;2040;T-reX;Demand: Copper;Copper;NCA, rechargeable, prismatic;kg;0.5553629649893626;0.2138414993521067;0.0;0.0232573869639864;0.6282126037829632;0.0168503486171361;0.0;0.0;0.0;0.0914647435821194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026373417701688218
NMC111;Base;2040;T-reX;Demand: Copper;Copper;NMC111, rechargeable, prismatic;kg;0.5299435917921386;0.2117440995246951;0.0;0.023405199167996;0.628270587140234;0.0163099566910908;0.0;0.0;0.0;0.093947303130996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026322854344988156
LiMn2O4;Base;2040;T-reX;Demand: Copper;Copper;NMC811, rechargeable, prismatic;kg;0.5286678909260394;0.2146115408857098;0.0;0.0244360417604153;0.6242966528793734;0.0163315801792088;0.0;0.0;0.0;0.0929640127320924;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027360171563200364
NCA;Base;2040;T-reX;Demand: Copper;Copper;LFP, rechargeable, prismatic;kg;0.467953445583587;0.9066270951130028;0.0050369481643328;0.0269402233017406;0.0416978097375144;0.0101470222768991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009550901406510381
LFP;Base;2040;T-reX;Demand: Copper;Copper;LiMn2O4, rechargeable, prismatic;kg;0.0765413239753766;0.1689643298141899;0.0;0.0;0.0;0.0;0.2482585895343934;0.04760650290487;0.0;0.0;0.0;0.5245223553552888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0052993392112424;0.0;0.0;0.0;0.0;0.0053488831800154735
NMC811;Base;2040;T-reX;Demand: Electricity;Electricity;NMC111, rechargeable, prismatic;kg;70.50631019612734;0.0038097506121359;0.0455243486416541;0.013956217555226;0.9292192372991164;0.0;0.0;0.0;0.0;0.0028111842726581;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004679261619209396
NMC111;Base;2040;T-reX;Demand: Electricity;Electricity;NCA, rechargeable, prismatic;kg;53.98819735237152;0.0052667269146589;0.0628282190633672;0.018979848396871;0.9024933956829344;0.0;0.0;0.0;0.0;0.0037383437977581;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006693466144410465
LiMn2O4;Base;2040;T-reX;Demand: Electricity;Electricity;NMC811, rechargeable, prismatic;kg;46.51537783233601;0.0058273132676002;0.0716489769648901;0.0220328649138554;0.8887710212854355;0.0;0.0;0.0;0.0;0.0042759614172723;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007443862150946501
NCA;Base;2040;T-reX;Demand: Electricity;Electricity;LFP, rechargeable, prismatic;kg;6.441715492251307;0.3689418056968152;0.4334651636331156;0.1551550877619473;0.0286489775821249;0.0;0.0046708976225669;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009118067703430155
LFP;Base;2040;T-reX;Demand: Electricity;Electricity;LiMn2O4, rechargeable, prismatic;kg;3.333792868587286;0.934745414537865;0.0;0.0;0.0;0.0;0.0118196887567397;0.0176327069234028;0.0;0.0;0.0;0.0242034516295296;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0038674816468882;0.0;0.0;0.0;0.0;0.007731256505574713
NMC811;Base;2040;T-reX;Demand: Fluorspar;Fluorspar;LFP, rechargeable, prismatic;kg;0.1792494222063665;0.9873630011083916;0.0011375816300485;0.0054332587618888;0.003249858455486;0.0;0.0024764384921167;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003398615520684434
NMC111;Base;2040;T-reX;Demand: Fluorspar;Fluorspar;LiMn2O4, rechargeable, prismatic;kg;0.1316033463626438;0.9965479041244456;0.0;0.0;0.0;0.0;0.0006943174171074;0.00168006743011;0.0;0.0;0.0;0.000816117919788;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00026159310854911855
LiMn2O4;Base;2040;T-reX;Demand: Fluorspar;Fluorspar;NMC811, rechargeable, prismatic;kg;0.1305421479891604;0.0;0.0;0.0076449975592156;0.0929634409742989;0.0;0.0041873935674692;0.0;0.8897360706082077;0.0019093201289435;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0035587771618651454
NCA;Base;2040;T-reX;Demand: Fluorspar;Fluorspar;NMC111, rechargeable, prismatic;kg;0.1180069286651474;0.0;0.0;0.0081198646816144;0.1127106798449595;0.0;0.0046214495262752;0.0;0.8685747668716065;0.0021811568094168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0037920822661275944
LFP;Base;2040;T-reX;Demand: Fluorspar;Fluorspar;NCA, rechargeable, prismatic;kg;0.1159695669194333;0.0;0.0;0.0086041527418373;0.1044349405906532;0.0;0.0050635397256891;0.0;0.8755667325214102;0.0022600139772342;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004070620443176076
NMC811;Base;2040;T-reX;Demand: Hydrogen;Hydrogen;NMC111, rechargeable, prismatic;kg;0.013246304793016;0.0;0.0188175746792712;0.0;0.8289852025928225;0.0324190913741419;0.0;0.0;0.0231702462947385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0450741422671056;0.0;0.0;0.0;0.0;0.051533742791920245
NMC111;Base;2040;T-reX;Demand: Hydrogen;Hydrogen;NCA, rechargeable, prismatic;kg;0.010765785423377;0.0;0.0244680172123638;0.0;0.7792249740734132;0.0449656414670205;0.0;0.0;0.0282421819245307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0555982404478423;0.0;0.0;0.0;0.0;0.0675009448748295
LiMn2O4;Base;2040;T-reX;Demand: Hydrogen;Hydrogen;NMC811, rechargeable, prismatic;kg;0.0097515278973868;0.0;0.0265415742938533;0.0;0.7590447956552943;0.0451501842744679;0.0;0.0;0.0356656351777352;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0613669690060867;0.0;0.0;0.0;0.0;0.07223084159256254
NCA;Base;2040;T-reX;Demand: Hydrogen;Hydrogen;LFP, rechargeable, prismatic;kg;0.0050649803873719;0.6279594127025782;0.0;0.0334994502943153;0.0565772910158098;0.0703244500789811;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1405667602847204;0.0;0.0;0.0;0.0;0.07107263562359523
LFP;Base;2040;T-reX;Demand: Hydrogen;Hydrogen;LiMn2O4, rechargeable, prismatic;kg;0.0031352530278299;0.5740297827445261;0.0;0.0;0.0;0.0;0.0;0.0699635644257952;0.0;0.0;0.0;0.0;0.0;0.054392058521587;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1621136899494474;0.0;0.0;0.061153705046426;0.0;0.07834719931221823
NMC811;Base;2040;T-reX;Demand: Lithium;Lithium;LFP, rechargeable, prismatic;kg;0.557002919235021;0.9999612651590296;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
NMC111;Base;2040;T-reX;Demand: Lithium;Lithium;NMC811, rechargeable, prismatic;kg;0.3362507318770811;0.0;;;0.9231148298015652;0.0;0.0;0.0;0.0767868932055618;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
LiMn2O4;Base;2040;T-reX;Demand: Lithium;Lithium;NCA, rechargeable, prismatic;kg;0.3324569364044588;0.0;;;0.9320013866876556;0.0;0.0;0.0;0.0678947621901015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
NCA;Base;2040;T-reX;Demand: Lithium;Lithium;NMC111, rechargeable, prismatic;kg;0.2852898647523726;0.0;;;0.9200192979064012;0.0;0.0;0.0;0.0798668866528616;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
LFP;Base;2040;T-reX;Demand: Lithium;Lithium;LiMn2O4, rechargeable, prismatic;kg;0.2767025670804467;0.999948200692738;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
NMC811;Base;2040;T-reX;Demand: Magnesium;Magnesium;NMC111, rechargeable, prismatic;kg;0.0105435021429983;0.0;0.0;0.0087353051136681;0.939814812518966;0.0172793390452138;0.0;0.0;0.006500319985081;0.0070994846615896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020570738675481426
NMC111;Base;2040;T-reX;Demand: Magnesium;Magnesium;NCA, rechargeable, prismatic;kg;0.0081755475037608;0.0;0.0;0.0117311873608566;0.9178799474859324;0.0245052705105483;0.0;0.0;0.0083046503431458;0.0093388819912873;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02824006230822962
LiMn2O4;Base;2040;T-reX;Demand: Magnesium;Magnesium;NMC811, rechargeable, prismatic;kg;0.007063969190201;0.0;0.0;0.013579568801425;0.9073670721900088;0.0260803793137028;0.0;0.0;0.0109943122287159;0.0104319878006368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.031546679665510724
NCA;Base;2040;T-reX;Demand: Magnesium;Magnesium;LFP, rechargeable, prismatic;kg;0.0012631191175125;0.5428059539187543;0.0294423360425055;0.0735042173664537;0.1590304453490597;0.1107131857538538;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08450386156937295
LFP;Base;2040;T-reX;Demand: Magnesium;Magnesium;LiMn2O4, rechargeable, prismatic;kg;0.0010051991146747;0.4638076177814084;0.0;0.0;0.0;0.0;0.0;0.0363685575712614;0.0;0.0;0.0;0.0368830894600985;0.0;0.3981451126198864;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0211889193560043;0.0;0.0;0.0;0.0;0.04360670321134086
NMC811;Base;2040;T-reX;Demand: Natural gas;Natural gas;NMC111, rechargeable, prismatic;kg;2.749807254522987;0.0;0.0437924188268173;0.022520775958412;0.763444555207763;0.0;0.0;0.0;0.0;0.0;0.0275828837051628;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0809238143133632;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.061735551988481796
NMC111;Base;2040;T-reX;Demand: Natural gas;Natural gas;NCA, rechargeable, prismatic;kg;2.390991236180811;0.0;0.0533083272465385;0.0269713985797403;0.6992622557381799;0.0;0.0;0.0;0.0;0.0;0.0366479062218257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1031619783601927;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08064813385352287
