;name;db_target;db_year;method_0;method_1;method_2;activity;unit;total;46430: Parts of primary cells, primary batteries and electric accumulators (including separators);4153: Semi-finished products of aluminium or aluminium alloys;41431: Unwrought aluminium;46410: Primary cells and primary batteries;88752: Battery and accumulator manufacturing services;53269: Other constructions for manufacturing;39363: Waste and scrap of aluminium;"471: Electronic valves and tubes; electronic components; parts thereof";35470: Chemical elements and compounds doped for use in electronics;46950: Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbo[…];47130: Printed circuits;"41412: Unrefined copper; copper anodes for electrolytic refining";"463: Insulated wire and cable; optical fibre cables";342: Basic inorganic chemicals n.e.c.;341: Basic organic chemicals;89330: Metal forging, pressing, stamping, roll forming and powder metallurgy services;4124: Bars and rods, hot-rolled, of iron or steel;34710: Polymers of ethylene, in primary forms;39990: Other wastes n.e.c.;6511: Road transport services of freight;34170: Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];17100: Electrical energy;65119: Other road transport services of freight;65213: Coastal and transoceanic water transport services of intermodal containers by container ships;"47150: Diodes, transistors and similar semi-conductor devices; photosensitive semi-conductor devices; light emitting […]";53211: Highways (except elevated highways), streets and roads;17300: Steam and hot water;4151: Semi-finished products of copper or copper alloys;41513: Wire of copper;88601: Basic iron and steel manufacturing services;89200: Moulding, pressing, stamping, extruding and similar plastic manufacturing services;893: Casting, forging, stamping and similar metal manufacturing services;"41413: Refined copper and copper alloys, unwrought; master alloys of copper";47120: Electrical resistors (except heating resistors);4: Metal products, machinery and equipment;88741: Electronic component and board manufacturing services;47110: Electrical capacitors;531: Buildings;47160: Electronic integrated circuits;3712: Glass fibres and articles thereof, except woven fabrics;41122: Alloy steel in ingots or other primary forms and semi-finished products of alloy steel;6512: Railway transport services of freight;54269: General construction services of other industrial plants;"34250: Salts of oxometallic or peroxometallic acids; colloidal precious metals and compounds thereof; inorganic and o[…]";"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";41121: Non-alloy steel in ingots or other primary forms, and semi-finished products of non-alloy steel;39: Wastes or scraps;347: Plastics in primary forms;65229: Other inland water transport services of freight;39310: Slag, dross, scalings and other waste from the manufacture of iron or steel;33380: Lubricants;49114: Motor vehicles n.e.c. for the transport of goods;87141: Maintenance and repair services of motor vehicles;65219: Other coastal and transoceanic water transport services of other freight;36990: Articles of plastics n.e.c.;41443: Tin, unwrought;18000: Natural water;Unnamed: 77;33360: Gas oil;"333: Petroleum oils and oils obtained from bituminous materials, other than crude; preparations n.e.c. containing by […]";14290: Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);53212: Railways;4611: Electric motors, generators and the like;"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]"
2716;NCA;Base;2050;T-reX;Demand: Zinc;Zinc;NCA, rechargeable, prismatic;kg;0.0378500775408667;0.3078606551032128;0.0040432574585774;;0.0011583415156827;0.0120615792137265;0.0526894810976035;;0.3311299848875651;0.0414987423311396;0.0049855990716748;0.0504010626964729;0.0030223553160466;;0.0;0.0;0.0077706979124344;0.0;0.0001024806577957;0.0;;0.0004369330884881;0.000539427740483;0.0;0.0;0.0;0.0006716301445043;0.0001882794505498;0.000245922322914;0.0;0.0;0.0;0.0008703517253442;0.0004919596194162;0.000423302752891;0.0011170143825313;0.0;0.0185834039256482;0.1554271686869471;0.0;;0.0001133803604805;0.0;;;;;;;;;;;;;;;;0.0022225338713214;;;;;;
2717;NMC811;Base;2050;T-reX;Demand: Zinc;Zinc;NMC811, rechargeable, prismatic;kg;0.035192853991214;0.3032162416174833;0.0042883204333032;;0.0012428849307116;0.0129797316569509;0.0522837723992031;;0.3299542759964771;0.0510535428941696;0.0051150779566136;0.0490413193954999;0.0032063862621181;;0.0;0.0;0.008251363073197;0.0;0.0001037306934919;0.0;;0.0004538333034102;0.0005465794378936;0.0;0.0;0.0;0.0006535958431419;0.0001907858076143;0.0002514620480208;0.0;0.0;0.0;0.0008468157519009;0.000478656091428;0.0004236893257922;0.0010868081795936;0.0;0.0186003748532421;0.1512811769137495;0.0;;0.0001103143389221;0.0;;;;;;;;;;;;;;;;0.0023770837220474;;;;;;
2718;NMC111;Base;2050;T-reX;Demand: Zinc;Zinc;LFP, rechargeable, prismatic;kg;0.0286144030380317;0.2467638439932657;0.0051489309561632;;0.0013348351622894;0.0089960775789647;0.0487763237057778;;0.3453315576330913;0.084189708478418;0.0051576866565577;0.0563392005926521;0.0034096917099475;;0.0;0.0;0.0098096921385592;0.0;0.0;0.0;;0.0007236825423315;0.0002902747001322;0.0;0.0;0.0;0.0006573507014616;0.0001013162251387;0.0001555468082039;0.0;0.0;0.0;0.0008726675959299;0.0005708811769148;0.0004952849934588;0.0012962089979804;0.0;0.0217434945293831;0.1521396739570313;0.0;;0.0;0.0001194024769248;;;;;;;;;;;;;;;;0.0028052940072182;;;;;;
2719;LFP;Base;2050;T-reX;Demand: Zinc;Zinc;LiMn2O4, rechargeable, prismatic;kg;0.0102027102175738;0.1187986660711241;0.0009307923290905;;0.0141581907638466;0.0;0.0287536581687491;;0.0174707400701386;0.0;0.0360795036359393;0.007342077422378;0.0;;0.1797414069343963;0.0108881721959183;0.0;0.0058102009596094;0.0041892878184398;0.0094899051761448;;0.0;0.0001172632626573;0.0002189252327142;0.0001390063917938;0.0001204533003908;0.0008183537406899;0.0;0.0;0.0005673439420675;0.0015592845567565;0.0016248355155518;0.0;0.0120834726596533;0.0022238046538175;0.0;0.004971463370681;0.0093926884583507;0.1700185664514561;0.354994144485344;;0.0;0.0;;;;;;;;;;;;;;;;0.0067764306830026;;;;;;
2725;LiMn2O4;Base;2050;T-reX;Waste: CO$_{2}$ combined;CO$_{2}$ (kg);NMC111, rechargeable, prismatic;kg;0.0008466859732134;0.3751593548708798;0.0135660430549711;0.0;0.0018052912846972;0.0162436364756594;0.130030865369192;;0.0069121939048296;0.0318149599726254;0.0066860160650571;0.0060016328916052;0.0071537707764296;0.0;0.0;0.0;0.0033768124162367;0.0002789834672846;0.0;0.0;;0.0003897220730934;0.0016331056732519;0.0365600556671612;0.0001211403493021;;0.0105461554844023;0.0023944899345274;0.0003035398162213;;0.0;0.0;0.0005189603378645;0.0005292344545721;;;0.0;0.0;0.0410241332641081;0.0;;0.0004351203662007;0.0;;;;;;0.000108265451914;0.0;;;;;;0.0001222294008943;;;0.0037345034897417;0.0002038738684293;0.300935517554361;;;;
2726;NCA;Base;2050;T-reX;Waste: CO$_{2}$ combined;CO$_{2}$ (kg);NCA, rechargeable, prismatic;kg;0.0008159278670339;0.322071787046003;0.014876812680099;0.0;0.0016797445404747;0.0175429577266342;0.148793351991723;;0.0077996427590872;0.0327054818263299;0.0087425962672887;0.0068907093831416;0.0075719133787318;0.0;0.0;0.0;0.0037202308712009;0.0002906252291441;0.0;0.0;;0.0004483222227134;0.0019814823692052;0.0401916276111023;0.0001257069879438;;0.012598863320365;0.0027535016061175;0.0003209431134871;;0.0;0.0;0.0005960051286731;0.0006078045395404;;;0.0;0.0;0.0491517462309759;0.0;;0.0004997182846629;0.0;;;;;;0.0001243385281896;0.0;;;;;;0.000141021329384;;;0.0038419712370714;0.0002115593199817;0.3122799108225673;;;;
2727;NMC811;Base;2050;T-reX;Waste: CO$_{2}$ combined;CO$_{2}$ (kg);NMC811, rechargeable, prismatic;kg;0.0007767684797456;0.3073107986459289;0.0153541195069226;0.0;0.001760294876294;0.0184347603539564;0.1421400532407686;;0.0075489137867061;0.0392969992324329;0.0087601293393875;0.006548688863666;0.0076766182138242;0.0;0.0;0.0;0.0038521598042424;0.000316027363618;0.0;0.0;;0.0004547990833226;0.0019609120336093;0.040952754943614;0.0001320442798836;;0.0119982418179844;0.0027258196857954;0.0003205165382858;;0.0;0.0;0.0005663592740157;0.0005775717711087;;;0.0;0.0;0.0467160311364754;0.0;;0.0004748618280251;0.0;;;;;;0.0001181538130627;0.0;;;;;;0.0002443524993424;;;0.0040212840238698;0.0002222247029905;0.3280229414541422;;;;
2728;NMC111;Base;2050;T-reX;Waste: CO$_{2}$ combined;CO$_{2}$ (kg);LiMn2O4, rechargeable, prismatic;kg;0.0004043058403884;0.0651583987757205;0.0022657431750711;0.0;0.0210796975430381;0.0;0.0140681446866325;;0.0108822361852263;0.0;0.0301506607900221;0.0089479144827439;0.0;0.0091411273926091;0.0702364243218723;0.0059294865431391;0.0;0.0152998595328821;0.0020315146431903;0.0050432920833344;;0.0;0.0;0.0434994152957817;0.0002536887284283;;0.0086723975370303;0.0;0.0;;0.001992296633358;0.0006750659101679;0.0;0.0;;;0.0008858640203235;0.0001728813117306;0.0325791967897356;0.0116678045645494;;0.0;0.0002784966688907;;;;;;0.0;0.0;;;;;;0.0;;;0.0072120748098298;0.0004269469482262;0.6302107367783867;;;;
2729;LFP;Base;2050;T-reX;Waste: CO$_{2}$ combined;CO$_{2}$ (kg);LFP, rechargeable, prismatic;kg;0.0003773682249296;0.333366466540064;0.0170958501395827;0.0163852247704034;0.0031640155420582;0.0156515244434863;0.266627546345009;;0.0256254159631145;0.1084548494585337;0.0129782056609082;0.0122500290597279;0.0149575577998538;0.0;0.0;0.0;0.0081517000833211;0.0008420179481493;0.0001029613422313;0.0;;0.001213745916677;0.0021426391944902;0.0377376803231829;0.0003318808580325;;0.0197763998742878;0.0044062949878272;0.0006293791858073;;0.0;0.0;0.0011305001318165;0.0011528812069099;;;0.0;0.0;0.0786339796732021;0.0;;0.0009478636332213;0.0038715888103408;;;;;;0.0001628324376663;0.0003536487577631;;;;;;0.0008294771679495;;;0.0083288723177811;0.0;0.0;;;;
2750;LiMn2O4;Base;2050;T-reX;Waste: Hazardous combined;Hazardous (kg);NMC111, rechargeable, prismatic;kg;1.4742086292886951;0.9783222928057482;0.0013189241322709;;0.0001907149462502;0.0051562958526;0.0003910274108469;;0.0018843305865616;0.000583202420021;0.0004824746742412;0.0;0.0001425055266332;;0.0;0.0;0.0090578575197576;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0002361415862825;0.0010870262154849;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;;;;;;;;;;0.0;;;0.0001974866461532;;;;;;
2751;NCA;Base;2050;T-reX;Waste: Hazardous combined;Hazardous (kg);NCA, rechargeable, prismatic;kg;0.6918659974061727;0.947365976744494;0.0029525248442527;;0.000364609581708;0.0114411752375014;0.0023634290927353;;0.0043232126182672;0.0014414209258632;0.0013346707135362;0.0028015460293453;0.000309392986756;;0.0;0.0;0.0204906055525528;0.0;0.0;0.0;;0.000162574327842;0.0;0.0;0.0;0.0;;0.0005579737946712;0.0023585101174408;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;;;;;;;;;;0.0;;;0.0004207989972333;;;;;;
2752;NMC811;Base;2050;T-reX;Waste: Hazardous combined;Hazardous (kg);NMC811, rechargeable, prismatic;kg;0.4978535552292651;0.9284388106159236;0.0041512908058517;;0.0005053803261585;0.0158666405703583;0.0029897932134955;;0.0055927222093886;0.0022913417149077;0.0017693160049295;0.0035220862275943;0.0004087832097988;;0.0;0.0;0.0120171701536506;0.0;0.0;0.0;;0.0002181933364953;0.0;0.0;0.0;0.0;;0.0008397603357766;0.0032300584641105;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0159668415301328;;;;;;;;;;;;0.0;;;0.0007236417455527;;;;;;
2753;NMC111;Base;2050;T-reX;Waste: Hazardous combined;Hazardous (kg);LFP, rechargeable, prismatic;kg;0.1338991521080957;0.7209971126441908;0.0203933587122286;;0.0019205079543862;0.0156314349577337;0.0116177979553864;;0.0411273772297549;0.0114229156521256;0.0052937511948047;0.0334469100942546;0.0017042498459391;;0.0;0.0;0.0209991634202396;0.0;0.0003416116743983;0.0;;0.0010518340005245;0.0001433264920269;0.0;0.0001702087274833;0.0;;0.0023667148401967;0.0115800050204197;0.0;0.0;0.0;0.0042646212830842;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0005732861144455;0.0891453293812132;;;;;;;;;;;;0.0001656548204851;;;0.0027287913169012;;;;;;
2754;LFP;Base;2050;T-reX;Waste: Hazardous combined;Hazardous (kg);LiMn2O4, rechargeable, prismatic;kg;0.0258244035087016;0.1652378732323988;0.0166347248373412;;0.0376595062130931;0.0;0.0128548893061611;;0.0004810385708785;0.0;0.0707147448642937;0.4625522047593027;0.0;;0.0253660602598884;0.020771658480182;0.0;0.0124384947200911;0.052573821604104;0.0014896699170945;;0.0;0.0003026220221702;0.0017161379969203;0.0010855270667277;0.0003238163251254;;0.0;0.0;0.0479796288530794;0.0083229442935136;0.0009219528964182;0.0;0.0081774081816779;0.0001266446923232;;0.0003366880095747;0.0041520690858018;;0.0283772856162492;0.0026540503119444;;0.0002794489994425;0.0;;;;;;;;;;;;0.0;;;0.0149744081932395;;;;;;
2760;LiMn2O4;Base;2050;T-reX;Waste: Incineration combined;Incineration (kg);NMC111, rechargeable, prismatic;kg;1.5415411226888067;0.950405752395805;0.0013870323318607;;0.0004754464498942;0.0068706137562471;0.0166950360565651;;0.0024501876730371;0.0020217603244927;0.0011053377473844;0.0013525652431249;0.0004451047624832;;0.0;0.0;0.0146324169783977;0.0;0.0;0.0;;0.0001214481193842;0.0;0.0;0.0;0.0;0.0;0.0001903137758251;0.0002572106612848;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;;;;;;;0.0;;;0.000572208481056;;;;;;
2761;NCA;Base;2050;T-reX;Waste: Incineration combined;Incineration (kg);NCA, rechargeable, prismatic;kg;0.7601590095743866;0.8787210181176542;0.0031004919987337;;0.0010122635570113;0.0145091526440515;0.0262868317466737;;0.0053501080543119;0.0040616164435012;0.002546453500679;0.0098581458291521;0.0010761917143223;;0.0;0.0;0.0045804773023362;0.0;0.0;0.0;;0.000273027332137;0.0003241340560869;0.0;0.0;0.0;0.0002894948096097;0.0004279817573983;0.0005314732726472;0.0;0.0;0.0;0.0020851312977489;0.0;0.0;;0.0;0.0;0.0163474132484803;0.0;;0.0;0.0;0.0258013230114061;;;;;;;;;;;;0.0;;;0.0012477766846472;;;;;;
2762;NMC811;Base;2050;T-reX;Waste: Incineration combined;Incineration (kg);NMC811, rechargeable, prismatic;kg;0.5617762451196758;0.8433174606019527;0.0041203076324888;;0.0013665222040357;0.0195673509332384;0.0325753207151462;;0.0067390690891696;0.0062866408406658;0.0032869389115198;0.0120675237432524;0.0013848574301801;;0.0;0.0;0.006119057912794;0.0;0.0;0.0;;0.0003567930150088;0.0005238941249784;0.0001089166675126;0.0;0.0;0.0003544448522342;0.0005456286806358;0.0008002612540351;0.0;0.0;0.0;0.0025524446360871;0.0;0.0;;0.0;0.0;0.0200150616899905;0.0;;0.0;0.0;0.0344068685187617;;;;;;;;;;;;0.0;;;0.0016848973141264;;;;;;
2763;NMC111;Base;2050;T-reX;Waste: Incineration combined;Incineration (kg);LFP, rechargeable, prismatic;kg;0.1845410407991214;0.5592074136660841;0.0151307592473686;;0.0036325702026797;0.0157797204555561;0.0621697666540397;;0.0407208255850805;0.025659747426095;0.0080821778092235;0.0356238540696265;0.0041456387788372;;0.0;0.0;0.0133578634658496;0.0001150738388518;0.0004374313957754;0.0;;0.0014082140884058;0.0009322009064983;0.0;0.0001282103351062;0.0;0.0013180934813263;0.0014349687767972;0.0023338425246114;0.0;0.0;0.000106935635139;0.0075349273944964;0.0;0.0;;0.0;0.0;0.0744311059269759;0.0;;0.0001196177693045;0.0005797790536159;0.1172911701854647;;;;;;;;;;;;0.0001376665866369;;;0.0052797826115947;;;;;;
2764;LFP;Base;2050;T-reX;Waste: Incineration combined;Incineration (kg);LiMn2O4, rechargeable, prismatic;kg;0.0729088475041949;0.4445802562322201;0.0034240129580488;;0.0347726453934193;0.0;0.0230551380416928;;0.0108646952148043;0.0;0.0521422628609049;0.1652746284918801;0.0;;0.0317542526427506;0.0160763504695081;0.0;0.0086357797843224;0.0212316969129325;0.0303020916233507;;0.0;0.0003321663149395;0.0008392232026801;0.0003991600530323;0.0004659565400021;0.0014809273290542;0.0;0.0;0.0032124465309503;0.0036897804338578;0.011463915635818;0.0;0.0075640279394451;0.0001407720279529;;0.0017678076097241;0.0018905203565544;0.083626131576091;0.0285006382830098;;0.0;0.0;0.0;;;;;;;;;;;;0.0;;;0.0115908384618317;;;;;;
