code;name;unit;location;activity type;reference product;database;production amount;material_group;ISIC;CPC
bc95922472c85d01195a6bab4f30636e;market for electricity, medium voltage;kilowatt hour;SK;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
99cb8d5ba087d7b8419300f7d1d968f9;market for water, completely softened;kilogram;RoW;market activity;water, completely softened;cutoff391;1.0;water;3600:Water collection, treatment and supply;18000: Natural water
ef7cf35aa089822cfd7b678fa1b59af9;market for electricity, medium voltage;kilowatt hour;IN-Northern grid;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
9054306eb0aec46ffdda19a2d01bfb44;market for electricity, low voltage;kilowatt hour;SI;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
4fe1f2dae4830593ee2d608cb2d5ff2c;market for tap water;kilogram;Europe without Switzerland;market activity;tap water;cutoff391;1.0;water;3600:Water collection, treatment and supply;18000: Natural water
ab59f6e76713191c042eed53781e051e;market for electricity, high voltage;kilowatt hour;JP;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
23fa6e7eb538474cc5d58e9665783a29;market for electricity, low voltage;kilowatt hour;PH;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
9ea6eb7e93f9d4427374dcaa406da304;market for electricity, low voltage;kilowatt hour;LB;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
e101b4c3054fbc98f7b8b9c33ce16868;market for electricity, high voltage;kilowatt hour;MZ;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
06b7be4d2ec8d97b1685bd77e515363a;market for electricity, low voltage;kilowatt hour;ZA;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
81465d0523c8ff98850d18e41cbc930e;market for electricity, medium voltage;kilowatt hour;BW;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
8933114c45296e10c8bc305ffe3ffbcc;market for electricity, low voltage;kilowatt hour;CM;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
4e07a2f7fe887050b72935bf586bda2c;market for electricity, low voltage;kilowatt hour;GB;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
a9147c32c94c6346eb4c6adc37f86586;market for electricity, low voltage;kilowatt hour;CA-NB;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
ee0ace9a4548793ae60ca63728a8e113;market for tap water;kilogram;ZA;market activity;tap water;cutoff391;1.0;water;3600:Water collection, treatment and supply;18000: Natural water
d03c41d9cf73b33c8f3e947cb6dfb31a;market for electricity, high voltage;kilowatt hour;AU;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
7a90c9eb2eeca2980216af73e62bc29b;market for electricity, low voltage;kilowatt hour;VE;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
42a61e857fd4c66720774d60a3c09424;market for electricity, high voltage;kilowatt hour;HK;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
94a5c543e7175166ce36e3daefea8e72;market for lithium sulfate;kilogram;GLO;market activity;lithium sulfate;cutoff391;1.0;lithium;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
74a217cef50c461062c4e07de29e09ce;market for electricity, medium voltage;kilowatt hour;CN-NECG;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
1ffe09506f70be4dcd98071865e8a549;market for silicon, metallurgical grade;kilogram;GLO;market activity;silicon, metallurgical grade;cutoff391;1.0;silicon;2420:Manufacture of basic precious and other non-ferrous metals;342: Basic inorganic chemicals n.e.c.
a800d6e620b7e7d1db16d92b1b14fc67;market for electricity, low voltage;kilowatt hour;US-ASCC;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
5c9a1c84014e7f93940761dce4c4af07;market for electricity, low voltage;kilowatt hour;DE;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
c92fed50fe0ad45f6f8d88f406a0c1a9;market for electricity, high voltage;kilowatt hour;CN-NCGC;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
05dd318aa12cc9aa21d0cb0c5b8f7337;market for tap water;kilogram;BR;market activity;tap water;cutoff391;1.0;water;3600:Water collection, treatment and supply;18000: Natural water
e3da77537b63997b2d00946ea9223057;market for electricity, low voltage;kilowatt hour;IR;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
134a3e0b752755f0e1df17dce6148afe;market for electricity, low voltage;kilowatt hour;CA-PE;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
72c658c580d76797ae9f9dcf32b23e70;market for natural gas, high pressure;cubic meter;TR;market activity;natural gas, high pressure;cutoff391;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
c32b1e2045bb05de05f5a28710b58587;market for electricity, low voltage;kilowatt hour;CL;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
04333d33fb0d4867f7be8207600a96f3;market for electricity, medium voltage;kilowatt hour;PY;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
0c68daf6455c3e7750a7d48e87f17f7a;market for tantalum concentrate, 30% Ta2O5;kilogram;GLO;market activity;tantalum concentrate, 30% Ta2O5;cutoff391;1.0;tantalum;0729:Mining of other non-ferrous metal ores;41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]
a364ea53a151f26416768c826bbb5dd8;market for electricity, medium voltage;kilowatt hour;GB;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
9ecbf4dfd774f6f856a89bb046243849;market for electricity, high voltage;kilowatt hour;SN;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
231ca59602e3720f32dcf43508fc98d1;market for electricity, low voltage;kilowatt hour;GA;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
ea6abbaf88ef2d864d3f663041ca20b1;market for electricity, high voltage;kilowatt hour;OM;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
f2eb22ba9826aef0fd491d2d1ab13cc5;market for electricity, medium voltage;kilowatt hour;BD;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
d864a0190b9688d765c53d3834caff91;market for sand;kilogram;BR;market activity;sand;cutoff391;1.0;sand;0810:Quarrying of stone, sand and clay;15310: Natural sands
90aa1cf7ab6b25320d33a20c3150da18;market for platinum;kilogram;GLO;market activity;platinum;cutoff391;1.0;platinum;2420:Manufacture of basic precious and other non-ferrous metals;41330: Platinum, unwrought or in semi-manufactured forms, or in powder form
e00cbb03fdc5efbd82cb393eb7edeecf;market for cobalt;kilogram;GLO;market activity;cobalt;cutoff391;1.0;cobalt;2420:Manufacture of basic precious and other non-ferrous metals;41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]
edd119ef8a084f679ac22ae6cb88065e;market for electricity, low voltage;kilowatt hour;CI;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
5462fe3506fa8f9a0beb298514f6a1f4;market for electricity, high voltage;kilowatt hour;CA-NU;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
d98eda364ac5fed89e0ae27206a167f5;market for electricity, medium voltage;kilowatt hour;BA;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
68374c48a0235c4669c67ad2498a556e;market for electricity, low voltage;kilowatt hour;HT;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
bf95a6612ccffd1aa5375c43f5257e3f;market for electricity, high voltage;kilowatt hour;US-MRO;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
c85934e73f7f59b80b023afa485b795f;market for electricity, medium voltage;kilowatt hour;CA-NS;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
906aa0f361bf30f1d24425d57fdbc4f9;market for electricity, medium voltage;kilowatt hour;MZ;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
952468fddbde03335ba8de3174b089cb;market for water, deionised;kilogram;RoW;market activity;water, deionised;cutoff391;1.0;water;3600:Water collection, treatment and supply;18000: Natural water
f2324bfb8e5e1263effd6828b14a76b1;market for electricity, medium voltage;kilowatt hour;ES;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
823889e002f8c5fa78f2f75e43a92e49;market for electricity, medium voltage;kilowatt hour;IS;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
5d09af47bbc25230b8dbd59392add9d1;market for electricity, low voltage;kilowatt hour;SY;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
f15315a10659931b407dd88fbaa0a44c;market for electricity, low voltage;kilowatt hour;BO;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
4ac16ec591f3e163f6a4c5c3de3c15bc;market for electricity, medium voltage;kilowatt hour;ID;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
59cf8916e90678fe85a12f5b5666972e;market for natural gas, high pressure;cubic meter;IT;market activity;natural gas, high pressure;cutoff391;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
af4971c710993495edf34154cdbd1426;market for electricity, low voltage;kilowatt hour;LV;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
7eaad3d40754835a72c5ce52931b0f75;market for electricity, low voltage;kilowatt hour;DO;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
48fec4d3041fcf3a5840d414a4a32709;market for electricity, low voltage;kilowatt hour;CN-ECGC;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
9d6cf165dcfbf5c5ad0216704687a929;market for electricity, high voltage;kilowatt hour;RO;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
ab6a81dd5e1ed8e4c69d8a1f27b9099d;market for natural gas, high pressure;cubic meter;CA;market activity;natural gas, high pressure;cutoff391;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
0a50ef543cd51a10213b082ee15bcdf0;market for electricity, high voltage;kilowatt hour;CD;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
dde192725cdf8de01383b0cc9c286e96;market for electricity, low voltage;kilowatt hour;GE;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
a99af6e7d3af28b3355e3948d494acd3;market for electricity, high voltage;kilowatt hour;IQ;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
1fe808d36f906e9e211ede6e32d084ac;market for electricity, low voltage;kilowatt hour;IN-Eastern grid;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
e8405374934e9c52a33527a2f4d8f67a;market for electricity, low voltage;kilowatt hour;MZ;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
6d8d7e83b1aef585608a88e88dd91b14;market for electricity, low voltage;kilowatt hour;PA;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
fb5e87faac73a0e194028e486c862ef1;market for electricity, medium voltage;kilowatt hour;FI;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
28a073d573aef3304370ede04d1f45f0;market for electricity, low voltage;kilowatt hour;OM;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
b9ed73aa06f66b40bba9bf6df3d3ade0;market for electricity, low voltage;kilowatt hour;RO;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
322d6a42eb374023b4eda4b77ba9aa2e;market for electricity, medium voltage;kilowatt hour;IL;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
e0fce0c3aa69780db4c9497f15289d31;market for electricity, medium voltage;kilowatt hour;NP;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
a28881414e4395474bc352c8dc9ec34f;market for electricity, low voltage;kilowatt hour;IN-Southern grid;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
7dfd68419d99fed9b8695d1fe0d46f07;market for electricity, medium voltage;kilowatt hour;TN;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
8a22bfefe9e5c91a6c13601f8506f889;market for electricity, low voltage;kilowatt hour;HK;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
d09b43e3f506a12d222e72338e7e5fb6;market for electricity, high voltage;kilowatt hour;ZA;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
d6d8033ae63d918262b2026c7808316f;market for water, deionised;kilogram;CH;market activity;water, deionised;cutoff391;1.0;water;3600:Water collection, treatment and supply;18000: Natural water
8a6ba3e8aebaf3f0f8be51fcf1948ae3;market for electricity, high voltage;kilowatt hour;BW;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
587de926b32b3b40d8dc089c6746f917;market for electricity, high voltage;kilowatt hour;GB;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
c279dfe051978e642ae5ddf63603638f;market for electricity, medium voltage;kilowatt hour;KP;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
d07749054dcc8da546084b63f07ff7cc;market for tap water;kilogram;CO;market activity;tap water;cutoff391;1.0;water;3600:Water collection, treatment and supply;18000: Natural water
c0671a0ae18512b9d18a17972de79857;market for electricity, medium voltage;kilowatt hour;KH;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
9847f465ba98655abfe58043225637a2;market for electricity, medium voltage;kilowatt hour;ME;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
07a3fbcea5cf43edd04cc6648a84ab74;market for electricity, medium voltage;kilowatt hour;AE;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
d494c559a0b02bfa5a7e4bcf08d528b5;market for electricity, high voltage;kilowatt hour;IT;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
d7e3dfd8139b2e3edaaa6ba8a6d85b0b;market for electricity, high voltage;kilowatt hour;KE;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
4552914e053fac56352f066d0f56bca7;market for electricity, medium voltage;kilowatt hour;CA-ON;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
9b5b9fb615d4beca262671536262559e;market for electricity, medium voltage;kilowatt hour;NZ;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
7c7ff5122b262efab85f1328e367fcca;market for electricity, high voltage;kilowatt hour;CA-AB;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
5966e86f215eef9e1fb10dd78abe4ccd;market for electricity, high voltage;kilowatt hour;CO;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
4afe93584181cb574a0f05cf50b91355;market for electricity, low voltage;kilowatt hour;SK;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
dbcdabe8715e96e735952da8c56ac0fd;market for electricity, medium voltage;kilowatt hour;CM;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
722254812ed22b8ed8917f78b0b96988;market for electricity, low voltage;kilowatt hour;MA;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
68406fc9ad0e025fa622f9b1fb903451;market for electricity, low voltage;kilowatt hour;VN;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
2e585b72b61f60b7425badee010955e3;market for natural gas, high pressure;cubic meter;CN;market activity;natural gas, high pressure;cutoff391;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
edc737a07b271bcf06ab3bb18bf2268a;market for electricity, low voltage;kilowatt hour;BA;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
adee2d8427750b2e3bab903e8a48dab7;market for natural gas, high pressure;cubic meter;LY;market activity;natural gas, high pressure;cutoff391;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
518b0130d83f3f809e6a0b6e8b67f066;market for electricity, medium voltage;kilowatt hour;BN;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
56673abed84e84127218c13c4e72a080;market for natural gas, high pressure;cubic meter;KZ;market activity;natural gas, high pressure;cutoff391;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
bd2e3688e5249cf806c0dd3116673b0b;market for electricity, high voltage;kilowatt hour;GR;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
aaba807e9d31ca24743469863aca5899;market for electricity, high voltage;kilowatt hour;RU;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
06df42fe5565efb1fce78ec1eb39e049;market for electricity, medium voltage;kilowatt hour;CA-NB;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
5e801298650ffd4c7729ba67d3baa319;market for electricity, medium voltage;kilowatt hour;US-MRO;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
12a6b8f1deef0a1576a5d38b6b893d34;market for electricity, high voltage;kilowatt hour;CM;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
2cc7ef0c2b84b42ff82998afbc7cd864;market for electricity, low voltage;kilowatt hour;CN-NCGC;market activity;electricity, low voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
1c39314c552e0e35cbb0ae83bee9d223;market for electricity, medium voltage;kilowatt hour;CA-NT;market activity;electricity, medium voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
4aa647728332f25a2a4613bc060c7d90;market for electricity, high voltage;kilowatt hour;FR;market activity;electricity, high voltage;cutoff391;1.0;electricity;3510:Electric power generation, transmission and distribution;17100: Electrical energy
