code;name;unit;location;activity type;reference product;database;production amount;material_group;ISIC;CPC
e44d6f6a676cdfff45f5b9eece638152;market for silicon, electronics grade;kilogram;GLO;market activity;silicon, electronics grade;cutoff391;1.0;silicon;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
5fc5f4ad7af6554959c68329538a1d27;market for phosphate rock, beneficiated;kilogram;RoW;market activity;phosphate rock, beneficiated;cutoff391;1.0;phosphate rock;0891:Mining of chemical and fertilizer minerals;34629: Other phosphatic fertilizers, n.e.c.
4347b9665d0aea69c7956fa09ac8db07;market for nickel, class 1;kilogram;GLO;market activity;nickel, class 1;cutoff391;1.0;nickel;2420:Manufacture of basic precious and other non-ferrous metals;41422: Unwrought nickel
d864a0190b9688d765c53d3834caff91;market for sand;kilogram;BR;market activity;sand;cutoff391;1.0;sand;0810:Quarrying of stone, sand and clay;15310: Natural sands
cc100c3247ef1ad4d989ab07c51aeb45;market for latex;kilogram;RER;market activity;latex;cutoff391;1.0;latex;2013:Manufacture of plastics and synthetic rubber in primary forms;"34790: Other plastics in primary forms; ion exchangers"
1df7aad9fc180c144b0950748ebe90be;market for silicon, solar grade;kilogram;GLO;market activity;silicon, solar grade;cutoff391;1.0;silicon;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
76253aca7f4c45701935634546516c34;market for silicon, single crystal, Czochralski process, electronics;kilogram;RER;market activity;silicon, single crystal, Czochralski process, electronics;cutoff391;1.0;silicon;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
de42c824f46fc684a70a53bccfdba6d0;market for gallium, semiconductor-grade;kilogram;GLO;market activity;gallium, semiconductor-grade;cutoff391;1.0;gallium;2011:Manufacture of basic chemicals;"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]"
40dd566f1c796455cbd281a2de5f44a5;market for phosphate rock, beneficiated;kilogram;US;market activity;phosphate rock, beneficiated;cutoff391;1.0;phosphate rock;0891:Mining of chemical and fertilizer minerals;34629: Other phosphatic fertilizers, n.e.c.
36312a62a043eb8374d232cf30167c22;market for gold;kilogram;GLO;market activity;gold;cutoff391;1.0;gold;0729:Mining of other non-ferrous metal ores;41320: Gold (including gold plated with platinum), unwrought or in semi-manufactured forms, or in powder form
94a5c543e7175166ce36e3daefea8e72;market for lithium sulfate;kilogram;GLO;market activity;lithium sulfate;cutoff391;1.0;lithium;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
a3e4e379aae120ad7d7bb2e9ce288c5b;market for tap water;kilogram;CA-QC;market activity;tap water;cutoff391;1.0;water;3600:Water collection, treatment and supply;18000: Natural water
4fe1f2dae4830593ee2d608cb2d5ff2c;market for tap water;kilogram;Europe without Switzerland;market activity;tap water;cutoff391;1.0;water;3600:Water collection, treatment and supply;18000: Natural water
e00cbb03fdc5efbd82cb393eb7edeecf;market for cobalt;kilogram;GLO;market activity;cobalt;cutoff391;1.0;cobalt;2420:Manufacture of basic precious and other non-ferrous metals;41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]
e7e751b79636caff3689880ed4426e1b;market for ferroniobium, 66% Nb;kilogram;GLO;market activity;ferroniobium, 66% Nb;cutoff391;1.0;niobium;2410:Manufacture of basic iron and steel;41115: Other ferro-alloys
fd558441fc3d04fe59887ab30ce51119;market for graphite;kilogram;GLO;market activity;graphite;cutoff391;1.0;graphite;0899:Other mining and quarrying n.e.c.;16390: Other minerals n.e.c.
c1d640ff8fbdfe4c82fc24666478ebf4;market for silicon, multi-Si, casted;kilogram;CA-QC;market activity;silicon, multi-Si, casted;cutoff391;1.0;silicon;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
73a4483e483a28e471ceffb1e6ef8b0d;market for silicon, multi-Si, casted;kilogram;RoW;market activity;silicon, multi-Si, casted;cutoff391;1.0;silicon;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
491549b2f0cee302298eaf61bdce8ae0;market for beryllium;kilogram;GLO;market activity;beryllium;cutoff391;1.0;beryllium;242:Manufacture of basic precious and other non-ferrous metals;41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]
8b62f30ed586a5f23611ef196cc97b93;market for copper, cathode;kilogram;GLO;market activity;copper, cathode;cutoff391;1.0;copper;2420:Manufacture of basic precious and other non-ferrous metals;"41413: Refined copper and copper alloys, unwrought; master alloys of copper"
27f6ee8136367ae8e578ac1b5a988696;market for silicon, multi-Si, casted;kilogram;RER;market activity;silicon, multi-Si, casted;cutoff391;1.0;silicon;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
67ece99ef0c5d14c8608c570092a6ee5;market for silicon, single crystal, Czochralski process, photovoltaics;kilogram;RoW;market activity;silicon, single crystal, Czochralski process, photovoltaics;cutoff391;1.0;silicon;2011:Manufacture of basic chemicals;34: Basic chemicals
0edf3a3e46a7b5860372df55f7c99872;market for palladium;kilogram;GLO;market activity;palladium;cutoff391;1.0;palladium;2420:Manufacture of basic precious and other non-ferrous metals;"4160: Other non-ferrous metals and articles thereof (including waste and scrap of some metals); cermets and articles […]"
36ee255c9326a9287812b59994bac393;market for hafnium tetrachloride;kilogram;GLO;market activity;hafnium tetrachloride;cutoff391;1.0;hafnium;2420:Manufacture of basic precious and other non-ferrous metals;342: Basic inorganic chemicals n.e.c.
de03d27ded836711c700f636845168d5;market for sodium borates;kilogram;GLO;market activity;sodium borates;cutoff391;1.0;borates;0891:Mining of chemical and fertilizer minerals;16190: Other chemical minerals
7457a65c3bcddd58ce6013baabb78d0b;market for antimony;kilogram;GLO;market activity;antimony;cutoff391;1.0;antimony;2420:Manufacture of basic precious and other non-ferrous metals;"41603: Bismuth, antimony, manganese, chromium and articles thereof; including waste and scrap of bismuth or manganese"
105d34b6b34a5de233596a08ebb30578;market for scandium oxide;kilogram;GLO;market activity;scandium oxide;cutoff391;1.0;scandium;2420:Manufacture of basic precious and other non-ferrous metals;34290: Compounds of rare earth metals, of yttrium or of scandium
72c8c162633f57f8a8679424cf6b588a;market for vegetable oil, refined;kilogram;GLO;market activity;vegetable oil, refined;cutoff391;1.0;vegetable oil;1040:Manufacture of vegetable and animal oils and fats;216: Vegetable oils
90aa1cf7ab6b25320d33a20c3150da18;market for platinum;kilogram;GLO;market activity;platinum;cutoff391;1.0;platinum;2420:Manufacture of basic precious and other non-ferrous metals;41330: Platinum, unwrought or in semi-manufactured forms, or in powder form
07825e16eaf1c4bbcf13bc56420aee28;market for sand;kilogram;IN;market activity;sand;cutoff391;1.0;sand;0810:Quarrying of stone, sand and clay;15310: Natural sands
3e30c3faf44cedb720e45de628f4ece8;market for bauxite;kilogram;GLO;market activity;bauxite;cutoff391;1.0;bauxite;0729:Mining of other non-ferrous metal ores;14290: Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates)
1276e9961272b2ab3cf63c320d7975e1;market for petroleum;kilogram;CH;market activity;petroleum;cutoff391;1.0;petroleum;4661:Wholesale of solid, liquid and gaseous fuels and related products;12010: Petroleum oils and oils obtained from bituminous minerals, crude
e10c44bab6fdc65dc71e58b3fe79d700;market for tap water;kilogram;CH;market activity;tap water;cutoff391;1.0;water;3600:Water collection, treatment and supply;18000: Natural water
bd271148459d2f12de53c6f9a5fddba1;market for phosphate rock, beneficiated;kilogram;RER;market activity;phosphate rock, beneficiated;cutoff391;1.0;phosphate rock;0891:Mining of chemical and fertilizer minerals;34629: Other phosphatic fertilizers, n.e.c.
337dfb767bd83ad05cd3a91d812cd04b;market for rare earth oxide concentrate, 70% REO;kilogram;GLO;market activity;rare earth oxide concentrate, 70% REO;cutoff391;1.0;rare earth;0729:Mining of other non-ferrous metal ores;34290: Compounds of rare earth metals, of yttrium or of scandium
d07749054dcc8da546084b63f07ff7cc;market for tap water;kilogram;CO;market activity;tap water;cutoff391;1.0;water;3600:Water collection, treatment and supply;18000: Natural water
3d7aa59503f5aa810898660622c7759e;market for tap water;kilogram;IN;market activity;tap water;cutoff391;1.0;water;3600:Water collection, treatment and supply;18000: Natural water
6d673652ae29f74dc59fb0fc229bf6db;market for copper, anode;kilogram;GLO;market activity;copper, anode;cutoff391;1.0;copper;2420:Manufacture of basic precious and other non-ferrous metals;"41412: Unrefined copper; copper anodes for electrolytic refining"
4c28de4114cc15a555d2c447878fb615;market for magnesium;kilogram;GLO;market activity;magnesium;cutoff391;1.0;magnesium;2420:Manufacture of basic precious and other non-ferrous metals;41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]
1ffe09506f70be4dcd98071865e8a549;market for silicon, metallurgical grade;kilogram;GLO;market activity;silicon, metallurgical grade;cutoff391;1.0;silicon;2420:Manufacture of basic precious and other non-ferrous metals;342: Basic inorganic chemicals n.e.c.
d1209a1c88bfcdc9fcb8f31c487f0b3d;market for rare earth carbonate concentrate;kilogram;GLO;market activity;rare earth carbonate concentrate;cutoff391;1.0;rare earth;0729:Mining of other non-ferrous metal ores;34290: Compounds of rare earth metals, of yttrium or of scandium
4c47fb2e57f28bb0ec8f613c349a16d5;market for silicon, single crystal, Czochralski process, electronics;kilogram;RoW;market activity;silicon, single crystal, Czochralski process, electronics;cutoff391;1.0;silicon;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
18834ad8984de59cb73fd125b10c9bc0;market for phosphate rock, beneficiated;kilogram;MA;market activity;phosphate rock, beneficiated;cutoff391;1.0;phosphate rock;0891:Mining of chemical and fertilizer minerals;34629: Other phosphatic fertilizers, n.e.c.
356ed01a85736ea36731aa23124e2fbb;market for rhodium;kilogram;GLO;market activity;rhodium;cutoff391;1.0;rhodium;2420:Manufacture of basic precious and other non-ferrous metals;"4160: Other non-ferrous metals and articles thereof (including waste and scrap of some metals); cermets and articles […]"
612a9183c7bac2685fb87a699974c8aa;market for helium;kilogram;GLO;market activity;helium;cutoff391;1.0;helium;2011:Manufacture of basic chemicals;"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]"
14c93a6106e639bb246c06f0a84e2dc7;market for rare earth oxide concentrate, 50% REO;kilogram;GLO;market activity;rare earth oxide concentrate, 50% REO;cutoff391;1.0;rare earth;0729:Mining of other non-ferrous metal ores;34290: Compounds of rare earth metals, of yttrium or of scandium
c7cf571e5175aa5d01e44a386009bcec;market for petroleum;kilogram;RoW;market activity;petroleum;cutoff391;1.0;petroleum;4661:Wholesale of solid, liquid and gaseous fuels and related products;12010: Petroleum oils and oils obtained from bituminous minerals, crude
856e61df08151a0ade129c99b8e63b94;market for indium;kilogram;GLO;market activity;indium;cutoff391;1.0;indium;2011:Manufacture of basic chemicals;"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]"
37d4bfa6d66141171e41c7dcc95e1371;market for tap water;kilogram;PE;market activity;tap water;cutoff391;1.0;water;3600:Water collection, treatment and supply;18000: Natural water
4eb247c934c0f9866cdc2652895bb8fa;market for tap water;kilogram;RoW;market activity;tap water;cutoff391;1.0;water;3600:Water collection, treatment and supply;18000: Natural water
683c871038aaa454a18c4f913eef655c;market for silicon, single crystal, Czochralski process, photovoltaics;kilogram;RER;market activity;silicon, single crystal, Czochralski process, photovoltaics;cutoff391;1.0;silicon;2011:Manufacture of basic chemicals;34: Basic chemicals
98916038b56e9f9d8144eb118f5a0dd0;market for lithium carbonate;kilogram;GLO;market activity;lithium carbonate;cutoff391;1.0;lithium;2011:Manufacture of basic chemicals;"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c."
