CPC;EcoSpold01Categories;ISIC rev.4 ecoinvent;code;database;location;material_group;name;production amount;reference product;unit
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;744b32078cd245368c0e1c3a1d8a2132;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;MEA;cement;market for cement, CEM V/A;;cement, CEM V/A;kilogram
18000: Natural water;water supply/production;3600:Water collection, treatment and supply;ee0ace9a4548793ae60ca63728a8e113;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;ZA;water;market for tap water;;tap water;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;691708ed95de4371bb89b34d1d72a8d0;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;IND;cement;market for cement, ART;;cement, ART;kilogram
17100: Electrical energy;hard coal/power plants;3510:Electric power generation, transmission and distribution;09104d540259eadefc0c8bd781b375ae;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;IN-Eastern grid;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
342: Basic inorganic chemicals n.e.c.;;2420:Manufacture of basic precious and other non-ferrous metals;1ffe09506f70be4dcd98071865e8a549;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;GLO;silicon;market for silicon, metallurgical grade;;silicon, metallurgical grade;kilogram
"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";;"3520:Manufacture of gas; distribution of gaseous fuels through mains";058d621a547f810834b939ff4a57b42e;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;GLO;helium;market for helium, crude;;helium, crude;kilogram
"33: Coke oven products; refined petroleum products; nuclear fuel";;1920:Manufacture of refined petroleum products;b19ef859637e81bacd559b636cba136e;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;GLO;petroleum;market for petroleum coke;;petroleum coke;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;9ec617c7e4184d0e859d744e86ed3609;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;CHA;hydrogen;market for hydrogen, gaseous, 40-year period;;hydrogen, gaseous;kilogram
3744: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;c03081032300421fa271f82d8a472baa;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;World;cement;market for cement, Portland Slag;;cement, Portland Slag;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;92af6228440f2e5259ea92e7e1ddf1e2;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;BR;cement;market for cement, CP II-E;;cement, CP II-E;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;f67b0b9648d4409b888b50c54e0f0b94;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;SSA;cement;market for cement, ART;;cement, ART;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";chemicals/inorganics;2011:Manufacture of basic chemicals;d6f7338dead4a8e401ce196c235b1f13;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;GLO;strontium;market for strontium carbonate;;strontium carbonate;kilogram
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;9d6cf165dcfbf5c5ad0216704687a929;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;RO;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;bca4b99756d6433583b962654c0d391d;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;USA;cement;market for cement, Portland;;cement, Portland;kilogram
12020: Natural gas, liquefied or in the gaseous state;oil/production;0610:Extraction of crude petroleum;f36892589470efa9b2e856c9e41a6fd7;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;GLO;natural gas;market for natural gas, vented;;natural gas, vented;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;25f4425b9fae4e10af00756b00069aea;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;EUR;cement;market for cement, CP IV;;cement, CP IV;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;c7707a4b22e3c256430f0d9254212482;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;CH;cement;market for cement, CEM II/B;;cement, CEM II/B;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;f770ed86e91a27cead5080d19cbcad57;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;GLO;magnesium;market for magnesium-alloy, AZ91, diecast;;magnesium-alloy, AZ91, diecast;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;d891b831c09a4d8e96bb96bffbca3405;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;MEA;cement;market for cement, CEM III/B;;cement, CEM III/B;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;a9d3fd010fc7490095e3291c22a0ccb7;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;LAM;hydrogen;market for hydrogen, gaseous, 20-year period;;hydrogen, gaseous;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;a76223c7866343abb72b93747f56ec2b;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;NEU;cement;market for cement, type IS;;cement, type IS;kilogram
14290: Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);construction materials/additives;0729:Mining of other non-ferrous metal ores;c3f8dcd117ff5691f137f0957f08e412;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;GLO;strontium;market for strontium sulfate, 90% SrSO4;;strontium sulfate, 90% SrSO4;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;ac0bd6c5de7142929119d4d45ce8da34;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;CAZ;cement;market for cement, CEM III/C;;cement, CEM III/C;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";35bde7a9dc944a318840334ea046bc67;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;World;natural gas;market for natural gas, high pressure;;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";41e0c9c420386fd5a7b13bb3bb1ebdab;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;IE;natural gas;market for natural gas, high pressure;;natural gas, high pressure;cubic meter
17100: Electrical energy;;3821:Treatment and disposal of non-hazardous waste;4325b2c596efa0ef85f0f957bef86c09;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;TW;electricity;market for electricity, for reuse in municipal waste incineration only;;electricity, for reuse in municipal waste incineration only;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;2d436d71a7e14374bfc19473705b9b10;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;JPN;cement;market for cement, type IS;;cement, type IS;kilogram
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;5b7aad73f39d25f2b95cda5837289e0c;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;LV;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";bd17bbe676ce4c0295e75ea501a66138;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;NEU;natural gas;market for natural gas, high pressure, 20-year period;;natural gas, high pressure;cubic meter
3744: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;abc13905b75a4107a26429d68a3de5aa;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;CHA;cement;market for cement, Portland Slag;;cement, Portland Slag;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;aea880806895457b953429a5aead139b;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;MEA;cement;market for cement, CEM II/B-S;;cement, CEM II/B-S;kilogram
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;fa330333b3e260fa155df926c4a36b17;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;HT;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;af4971c710993495edf34154cdbd1426;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;LV;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;9f56797b696ec41ae950e216d25d1630;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;GLO;electricity;market for electricity, high voltage, cobalt industry;;electricity, high voltage, cobalt industry;kilowatt hour
17100: Electrical energy;photovoltaic/power plants;3510:Electric power generation, transmission and distribution;5391b9ad5fd2da53d33e4819f50fe720;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;MM;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;3904bdf156a04637fa1fc655d37df345;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;EC;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;511797a9d586924cc3edd8be873f05df;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;ZA;cement;market for cement, CEM II/A-V;;cement, CEM II/A-V;kilogram
"34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";chemicals/inorganics;2011:Manufacture of basic chemicals;9d318a9ed434e9ecc8a8e59eea1789e4;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;GLO;zinc;market for zinc oxide;;zinc oxide;kilogram
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;da99dac8de0111b95eb84ef5c5ca93fb;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;US-SERC;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;b22033ddf4d64d56944b7ec558c2ee89;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;CHA;cement;market for cement, type S;;cement, type S;kilogram
17100: Electrical energy;natural gas/power plants;3510:Electric power generation, transmission and distribution;7dfd68419d99fed9b8695d1fe0d46f07;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;TN;electricity;market for electricity, medium voltage;;electricity, medium voltage;kilowatt hour
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;71429e18741eed8b5c7edd16e711d618;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;SG;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
