name;database;code;db_base;db_system;db_version;db_model;db_ssp;db_target;db_year;key;method_0;method_1;method_2;activity;product;location;unit;total;direct emissions;46430: Parts of primary cells, primary batteries and electric accumulators (including separators);46410: Primary cells and primary batteries;47130: Printed circuits;88752: Battery and accumulator manufacturing services;53269: Other constructions for manufacturing;"471: Electronic valves and tubes; electronic components; parts thereof";35470: Chemical elements and compounds doped for use in electronics;"463: Insulated wire and cable; optical fibre cables";89330: Metal forging, pressing, stamping, roll forming and powder metallurgy services;46950: Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbo[…];"41412: Unrefined copper; copper anodes for electrolytic refining";4153: Semi-finished products of aluminium or aluminium alloys;4124: Bars and rods, hot-rolled, of iron or steel;34170: Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];4151: Semi-finished products of copper or copper alloys;88601: Basic iron and steel manufacturing services;6511: Road transport services of freight;17300: Steam and hot water;17100: Electrical energy;34710: Polymers of ethylene, in primary forms;65119: Other road transport services of freight;65213: Coastal and transoceanic water transport services of intermodal containers by container ships;6512: Railway transport services of freight;36990: Articles of plastics n.e.c.;65229: Other inland water transport services of freight;89200: Moulding, pressing, stamping, extruding and similar plastic manufacturing services;41122: Alloy steel in ingots or other primary forms and semi-finished products of alloy steel;893: Casting, forging, stamping and similar metal manufacturing services;65219: Other coastal and transoceanic water transport services of other freight;18000: Natural water;347: Plastics in primary forms;;53211: Highways (except elevated highways), streets and roads;33360: Gas oil;54211: General construction services of highways (except elevated highways), streets and roads
market for battery, Li-ion, LFP, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;f22991a7a4e1d7ecfa81cdd7453e83d2;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'f22991a7a4e1d7ecfa81cdd7453e83d2');Material Demand Footprint;MaterialDemand (Vegetable oil);Vegetable oil (demand);LiMn2O4, rechargeable, prismatic;LiMn2O4, rechargeable, prismatic;GLO;kilogram;1.7863190983036218e-05;0.0;0.0;0.7165683689219275;0.0779565619572042;0.0;0.06929368457713186;0.01893552382785682;0.0;0.029428016458650376;0.0;0.0;0.0;0.0;0.036941112355894035;0.0;0.0;0.008327554922665953;;0.0;0.0038292660650640904;0.0;0.00852654415933661;0.0001259239522612464;0.0009525330310798234;;0.0;0.0;;;;;;0.028212059381433778;;;
market for battery, Li-ion, NMC811, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;a6340d3ae1622f5fea25af16af07bbc0;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'a6340d3ae1622f5fea25af16af07bbc0');Material Demand Footprint;MaterialDemand (Water);Water (demand);NMC111, rechargeable, prismatic;NMC111, rechargeable, prismatic;GLO;kilogram;68.03103837122032;0.0;0.8106118670505704;0.008439228702118062;0.009641428718104215;0.028378448331061405;0.008782183957958484;0.008479159019974503;0.011883211998604351;0.0;0.04704538282660165;0.013468754520832968;0.004422469090344168;0.025988830439899288;0.00013008401458962243;0.0003348184902253641;0.00022980094504982337;0.0;;0.01003884018020039;0.006506438565588241;;0.0001670726011874824;;0.0;;;0.0;;;;0.00047033020419138497;;0.003326637848005975;;;
market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;9b766978b5b04e886ae15900efb7e69c;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', '9b766978b5b04e886ae15900efb7e69c');Material Demand Footprint;MaterialDemand (Water);Water (demand);NCA, rechargeable, prismatic;NCA, rechargeable, prismatic;GLO;kilogram;58.457102501270505;0.0;0.7661313265432311;0.008806390203363724;0.012410103620739835;0.034391705705657666;0.011321799969598983;0.010625151474274425;0.01370005249545925;0.0;0.05812716995054944;0.018075732610480545;0.005351105540786259;0.03195371200000473;0.0001519770437201866;0.00043196037759530225;0.0002724980637052848;0.0;;0.01294604519577155;0.008623781603988101;;0.00019443527058013479;;0.0;;;0.0001078386640576744;;;;0.0006067885093808242;;0.004135322825442397;;;
market for battery, Li-ion, NMC111, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;b18880bba2369a5e12bd69ad239dcbf9;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'b18880bba2369a5e12bd69ad239dcbf9');Material Demand Footprint;MaterialDemand (Water);Water (demand);NMC811, rechargeable, prismatic;NMC811, rechargeable, prismatic;GLO;kilogram;53.410328314840434;0.0;0.7492876845224568;0.009615945140409306;0.012290836116180245;0.03764800335179693;0.011364224998887786;0.010825387395931502;0.017151927550663283;0.0;0.06271413657042389;0.01887392890121373;0.005652748811165396;0.03435745363929921;0.00017219527620923378;0.00045658862910139913;0.0002835552341487748;0.0;;0.013353894476942758;0.008892369785656851;;0.0002128075767511627;;0.0;;;0.00011244508956814851;;;;0.00064138459919636;;0.004357851676923012;;;
market for battery, Li-ion, NCA, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;5649dd9b7aa34f1a93f87fabfb7ea516;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', '5649dd9b7aa34f1a93f87fabfb7ea516');Material Demand Footprint;MaterialDemand (Water);Water (demand);LFP, rechargeable, prismatic;LFP, rechargeable, prismatic;GLO;kilogram;34.955162651201064;0.0;0.10025368561609993;0.6606189078864084;0.015559678138278172;0.05611641942440958;0.012176769106816435;0.013432230673644376;0.0;0.0;0.09168157321748745;0.0;0.00013195970439919445;0.043443782301720364;0.00034056934119055935;0.0009045257772635762;0.0;0.0;;0.0;0.0;;0.0;;0.0003912110889319725;;;0.0001323269654158979;;;;0.001141130208720334;;0.002801222217484697;;;
market for battery, Li-ion, LFP, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;f22991a7a4e1d7ecfa81cdd7453e83d2;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'f22991a7a4e1d7ecfa81cdd7453e83d2');Material Demand Footprint;MaterialDemand (Water);Water (demand);LiMn2O4, rechargeable, prismatic;LiMn2O4, rechargeable, prismatic;GLO;kilogram;19.26853653566803;0.0;0.0;0.5378996823629016;0.4099405691900297;0.0;0.0040306160529186025;0.012261697817482596;0.0;0.009610033761708409;0.0;0.0;0.0;0.0;0.012198447112389127;0.0;0.0;0.003922625655133758;;0.0;0.004824401683318771;;0.000589879907128668;;0.0;;;0.0;;;;0.0;;0.004524619983795116;;;
market for battery, Li-ion, NMC811, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;a6340d3ae1622f5fea25af16af07bbc0;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'a6340d3ae1622f5fea25af16af07bbc0');Material Demand Footprint;MaterialDemand (Zinc);Zinc (demand);NCA, rechargeable, prismatic;NCA, rechargeable, prismatic;GLO;kilogram;0.0062102859795600445;0.0;0.5574944664713678;0.0021771016368645514;0.005642710115355924;0.04255186279253379;0.3186150856878347;0.02228174823854202;0.01532138285831092;0.0;0.011456783039329661;0.009525449753856243;0.0018102182743367804;0.007965730569760313;0.0;0.0010064494579803793;0.0001077486003306004;0.0;;0.00016996883015486293;0.0014507694394959765;0.00011148886632741569;0.00010333925236195429;0.0;0.0;;;;;;;;;0.0010727040924432302;;;
market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;9b766978b5b04e886ae15900efb7e69c;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', '9b766978b5b04e886ae15900efb7e69c');Material Demand Footprint;MaterialDemand (Zinc);Zinc (demand);NMC111, rechargeable, prismatic;NMC111, rechargeable, prismatic;GLO;kilogram;0.005834375658914971;0.0;0.5767967158819307;0.0025844644422437597;0.005430511680368722;0.04349508710960855;0.297743527896426;0.022026928427765782;0.016462530945625234;0.0;0.01148649538082225;0.008964885844386846;0.001892288682551795;0.008023368129629536;0.0;0.0009669979408491406;0.00011256076926760782;0.0;;0.00016314814177949104;0.001294717798966726;0.00011357086367594067;0.00010999742690566008;0.0;0.0;;;;;;;;;0.0010966259978292343;;;
market for battery, Li-ion, NMC111, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;b18880bba2369a5e12bd69ad239dcbf9;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'b18880bba2369a5e12bd69ad239dcbf9');Material Demand Footprint;MaterialDemand (Zinc);Zinc (demand);NMC811, rechargeable, prismatic;NMC811, rechargeable, prismatic;GLO;kilogram;0.005724901154216439;0.0;0.5520271321343255;0.002356157543373339;0.005538923019040096;0.04616770098242292;0.31452991745291964;0.02250034358507582;0.019011668663993567;0.0;0.012251253201454046;0.009857298922503154;0.0018674496319258682;0.00849032020874623;0.0;0.0010546706352332889;0.00011112645349606432;0.0;;0.00017371757132370443;0.0014826878640458708;0.00011382252027126271;0.00011210085428444393;0.0;0.0;;;;;;;;;0.0011361849063904837;;;
market for battery, Li-ion, NCA, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;5649dd9b7aa34f1a93f87fabfb7ea516;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', '5649dd9b7aa34f1a93f87fabfb7ea516');Material Demand Footprint;MaterialDemand (Zinc);Zinc (demand);LFP, rechargeable, prismatic;LFP, rechargeable, prismatic;GLO;kilogram;0.004661303176025043;0.0;0.44065710602118413;0.16305284095920944;0.005636262765353551;0.055324713210666614;0.28650740491772136;0.022440950797371875;0.0;0.0;0.014396067012575037;0.0;0.0;0.008729102818900759;0.0;0.0014348693446853316;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.00013042470004627713;;;;;;;;;0.0009641174422937263;;;
market for battery, Li-ion, LFP, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;f22991a7a4e1d7ecfa81cdd7453e83d2;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'f22991a7a4e1d7ecfa81cdd7453e83d2');Material Demand Footprint;MaterialDemand (Zinc);Zinc (demand);LiMn2O4, rechargeable, prismatic;LiMn2O4, rechargeable, prismatic;GLO;kilogram;0.0011377913093093687;0.0;0.0;0.48741466005380046;0.061469757013555636;0.0;0.4177417737352703;0.0075324622669705335;0.0;0.009961348604335828;0.0;0.0;0.0;0.0;0.008098520522691315;0.0;0.0;0.0013043815397188214;;0.0;0.0017057910953603911;0.0;0.000564045712804055;0.0004950169311638831;0.0;;;;;;;;;0.0035710816507686627;;;
market for battery, Li-ion, NMC811, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;a6340d3ae1622f5fea25af16af07bbc0;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'a6340d3ae1622f5fea25af16af07bbc0');Waste Footprint;Waste Composting combined;Waste Composting Solid;LiMn2O4, rechargeable, prismatic;LiMn2O4, rechargeable, prismatic;GLO;kilogram;-0.001272923705357823;-0.0;-0.0;0.6528177218120643;0.08429349506504609;-0.0;0.043537074192307214;0.01926279820938313;-0.0;0.0291059487614116;-0.0;-0.0;-0.0;-0.0;0.041984232649205866;-0.0;-0.0;0.009709228964205356;;-0.0;0.0028873737601902852;-0.0;0.022501971118399768;0.00018177948169294258;0.002043766342105799;-0.0;0.00019460087010431787;-0.0;;;;;;0.07899926555091837;0.0007518182433734124;0.010886900273270406;
market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;9b766978b5b04e886ae15900efb7e69c;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', '9b766978b5b04e886ae15900efb7e69c');Waste Footprint;Waste Composting combined;Waste Composting Solid;LFP, rechargeable, prismatic;LFP, rechargeable, prismatic;GLO;kilogram;-0.0019850633786793652;-0.0;0.10537218045327543;0.5418009021985292;0.007631021066261968;0.05979953442402875;0.1359721926567004;0.02069050929776926;-0.0;-0.0;0.006520554855249277;-0.0;0.00034574259577227056;0.03122060466399021;0.0015842406401511018;0.0032082865150670583;-0.0;0.00020999091909696681;;-0.0;-0.0;0.0004205369426304754;0.0007543428458981167;-0.0;0.012915387362948165;-0.0;0.001962924360090835;0.001154510071717675;;;;;;0.06715968722896233;-0.0;-0.0;
market for battery, Li-ion, NMC111, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;b18880bba2369a5e12bd69ad239dcbf9;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'b18880bba2369a5e12bd69ad239dcbf9');Waste Footprint;Waste Composting combined;Waste Composting Solid;NMC811, rechargeable, prismatic;NMC811, rechargeable, prismatic;GLO;kilogram;-0.0030849772419804136;-0.0;0.6101290564514232;0.0069917408435962785;0.005926520683106794;0.03976861367564535;0.12612248492995912;0.016393030649322706;0.04124998886609526;-0.0;0.004385350140481116;0.04659504486211269;0.010053612834311713;0.026121053846763866;0.0009217650603752935;0.0018636343109781667;0.0011603731168470333;0.00015119518121493606;;0.0028854094428032826;0.007717655529892428;0.0005397705488475615;0.009123718692851692;-0.0;0.0008208509510841082;0.00011750054976096887;0.00012175672572885657;0.001057739611783869;;;;;;0.037963581631463406;-0.0;-0.0;
market for battery, Li-ion, NCA, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;5649dd9b7aa34f1a93f87fabfb7ea516;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', '5649dd9b7aa34f1a93f87fabfb7ea516');Waste Footprint;Waste Composting combined;Waste Composting Solid;NCA, rechargeable, prismatic;NCA, rechargeable, prismatic;GLO;kilogram;-0.00331976007655512;-0.0;0.6265021217121273;0.006512512568891762;0.006086268233238549;0.036949125326829084;0.12771360169144058;0.016364704962157105;0.03351123534216067;-0.0;0.0041340460538256685;0.04539226482562371;0.009679731041151336;0.024722143668692933;0.0008272221796706954;0.0017927704591134087;0.0011338838776748864;0.00013572255076059757;;0.0028452039333783214;0.007612423300618155;0.0005300625542473498;0.008478496364480817;-0.0;0.0007713651028879221;-0.0;0.00011487857020923953;0.0010357927451247922;;;;;;0.03519937542080677;-0.0;-0.0;
market for battery, Li-ion, LFP, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;f22991a7a4e1d7ecfa81cdd7453e83d2;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'f22991a7a4e1d7ecfa81cdd7453e83d2');Waste Footprint;Waste Composting combined;Waste Composting Solid;NMC111, rechargeable, prismatic;NMC111, rechargeable, prismatic;GLO;kilogram;-0.0036672249422797956;-0.0;0.685057389464795;0.0065749486998589405;0.0049814530120364815;0.032121179805583794;0.10424226869415347;0.013758305206255253;0.030622526145371066;-0.0;0.0035249430190339246;0.03441945979115315;0.008590776496198788;0.021208479942487677;0.0007464283121769345;0.001464907503184261;0.0010080381402814247;0.0001223874580877696;;0.002324074271967271;0.006114690728537675;0.0004652601987919587;0.007660751719013422;-0.0;0.0006679996984206593;-0.0;-0.0;0.0008233622990951228;;;;;;0.031514051283830176;-0.0;-0.0;
market for battery, Li-ion, NMC811, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;a6340d3ae1622f5fea25af16af07bbc0;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'a6340d3ae1622f5fea25af16af07bbc0');Waste Footprint;Waste Digestion combined;Waste Digestion Liquid;LFP, rechargeable, prismatic;LFP, rechargeable, prismatic;GLO;kilogram;-5.268416669068168e-05;-0.0;0.023538385046962408;0.9142732085685151;0.0016225943803723564;0.023470669633689517;0.009428689437466714;0.005829844783629217;-0.0;-0.0;0.0011461507030101077;-0.0;0.0012541138760610033;0.01580673720328651;0.0001940062030614626;0.0001828181562132188;-0.0;-0.0;;;-0.0;;-0.0;;0.0001499169189582945;;;;;;;;;0.002465861506508369;;;
market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;9b766978b5b04e886ae15900efb7e69c;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', '9b766978b5b04e886ae15900efb7e69c');Waste Footprint;Waste Digestion combined;Waste Digestion Liquid;LiMn2O4, rechargeable, prismatic;LiMn2O4, rechargeable, prismatic;GLO;kilogram;-6.322662506154437e-05;-0.0;-0.0;0.9521811933944369;0.009179222601707886;-0.0;0.0014678497013367337;0.009882767748838004;-0.0;0.019320131259342566;-0.0;-0.0;-0.0;-0.0;0.004793005817554968;-0.0;-0.0;0.000737540744266383;;;0.0005286747364448243;;0.00015189865403862908;;-0.0;;;;;;;;;0.0016140821439985249;;;
market for battery, Li-ion, NMC111, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;b18880bba2369a5e12bd69ad239dcbf9;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'b18880bba2369a5e12bd69ad239dcbf9');Waste Footprint;Waste Digestion combined;Waste Digestion Liquid;NMC811, rechargeable, prismatic;NMC811, rechargeable, prismatic;GLO;kilogram;-0.0005888530262555235;-0.0;0.9394859034994353;-0.0;-0.0;0.002159386548507683;0.0005846212851680882;0.0005487725086735754;0.0055100756507628305;-0.0;-0.0;0.043923998708688614;0.005070572915788776;0.0016905355146906353;-0.0;-0.0;0.00013052317819470737;-0.0;;;-0.0;;-0.0;;-0.0;;;;;;;;;0.000173308044599985;;;
market for battery, Li-ion, NCA, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;5649dd9b7aa34f1a93f87fabfb7ea516;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', '5649dd9b7aa34f1a93f87fabfb7ea516');Waste Footprint;Waste Digestion combined;Waste Digestion Liquid;NCA, rechargeable, prismatic;NCA, rechargeable, prismatic;GLO;kilogram;-0.0006903140196663772;-0.0;0.9468939959737919;-0.0;-0.0;0.0018416820302687741;0.0005365869720595571;0.0005030005043155511;0.004109028131798597;-0.0;-0.0;0.03927691435965287;0.004388993977348062;0.0014672090646444523;-0.0;-0.0;0.00011710775293541473;-0.0;;;-0.0;;-0.0;;-0.0;;;;;;;;;0.0001478355699431539;;;
market for battery, Li-ion, LFP, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;f22991a7a4e1d7ecfa81cdd7453e83d2;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'f22991a7a4e1d7ecfa81cdd7453e83d2');Waste Footprint;Waste Digestion combined;Waste Digestion Liquid;NMC111, rechargeable, prismatic;NMC111, rechargeable, prismatic;GLO;kilogram;-0.0009144120431075027;-0.0;0.9634278903157683;-0.0;-0.0;0.0013351300145704602;0.00026764001367800066;0.00035243546925006416;0.0031313044797693125;-0.0;-0.0;0.02637027147582106;0.00325393578042095;0.0010473897474935624;-0.0;-0.0;-0.0;-0.0;;;-0.0;;-0.0;;-0.0;;;;;;;;;0.00011160501144573242;;;
market for battery, Li-ion, NMC811, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;a6340d3ae1622f5fea25af16af07bbc0;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'a6340d3ae1622f5fea25af16af07bbc0');Waste Footprint;Waste Digestion combined;Waste Digestion Solid;NCA, rechargeable, prismatic;NCA, rechargeable, prismatic;GLO;kilogram;8.87999200145039e-05;0.0;0.5714423239417198;0.03780424207866109;0.007741701093805831;0.05687902279848762;0.11860441634162018;0.023317717867374046;0.021918851695016416;0.0;0.004651431750940867;0.00928069226206675;0.08341578656336432;0.023370709602371777;0.00023029734164322981;0.00040576875516397024;0.003565585855242975;0.0;;0.0014991170893215867;0.00404833352722941;;0.01792705517817753;;0.0;0.0;;0.008877358966434028;;;;;;0.0038401880268388467;;;
market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;9b766978b5b04e886ae15900efb7e69c;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', '9b766978b5b04e886ae15900efb7e69c');Waste Footprint;Waste Digestion combined;Waste Digestion Solid;NMC111, rechargeable, prismatic;NMC111, rechargeable, prismatic;GLO;kilogram;8.779705322515516e-05;0.0;0.5867025881176027;0.0426430064949573;0.0070795366702315725;0.055245086534618265;0.10564294794903431;0.021903128504812075;0.022378545777325995;0.0;0.004431256917392524;0.007927984299080357;0.0826921360777888;0.0223743217802882;0.00023202635278052311;0.0003702086599784728;0.0035416265873741814;0.0;;0.001368156625202523;0.0036922722162617085;;0.018097758061508717;;0.0;0.0;;0.008795089217700298;;;;;;0.003778472862597717;;;
market for battery, Li-ion, NMC111, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;b18880bba2369a5e12bd69ad239dcbf9;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'b18880bba2369a5e12bd69ad239dcbf9');Waste Footprint;Waste Digestion combined;Waste Digestion Solid;NMC811, rechargeable, prismatic;NMC811, rechargeable, prismatic;GLO;kilogram;8.414379589320162e-05;0.0;0.5633485485119171;0.03980274504027987;0.007393002556564984;0.060037203297644885;0.11366416670497287;0.02290724181397391;0.026459823167920563;0.0;0.004838952494904626;0.009343120027760398;0.08517377247178942;0.024229662740945863;0.0002515999803944567;0.0004135597070952508;0.0037082895557208895;0.0;;0.001490958014514764;0.0040250797262765675;;0.018918981140122887;;0.0;0.00011981523648544934;;0.008812481110035675;;;;;;0.003997818847980129;;;
market for battery, Li-ion, NCA, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;5649dd9b7aa34f1a93f87fabfb7ea516;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', '5649dd9b7aa34f1a93f87fabfb7ea516');Waste Footprint;Waste Digestion combined;Waste Digestion Solid;LFP, rechargeable, prismatic;LFP, rechargeable, prismatic;GLO;kilogram;6.696541068888429e-05;0.0;0.0837803046544037;0.6593816695997315;0.007696578099210388;0.07340582690055317;0.10925731306698426;0.023374248057144602;0.0;0.0;0.005817355614749394;0.0;0.0023542185467682625;0.025362865642835603;0.0004092159584689849;0.0006737390478606566;0.0;0.0;;0.0;0.0;;0.0012650327591521577;;0.0004513592418263293;0.0;;0.0017382730903004854;;;;;;0.004391516624811794;;;
market for battery, Li-ion, LFP, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;f22991a7a4e1d7ecfa81cdd7453e83d2;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'f22991a7a4e1d7ecfa81cdd7453e83d2');Waste Footprint;Waste Digestion combined;Waste Digestion Solid;LiMn2O4, rechargeable, prismatic;LiMn2O4, rechargeable, prismatic;GLO;kilogram;4.7667937314601e-05;0.0;0.0;0.6653775886332031;0.10550820402496011;0.0;0.04485780961369825;0.04441400065589723;0.0;0.08525084139315187;0.0;0.0;0.0;0.0;0.011243701528217532;0.0;0.0;0.0016573080083893393;;0.0;0.0018635381829412302;;0.034031679621841664;;0.0;0.0;;0.0;;;;;;0.005533866410213956;;;
market for battery, Li-ion, NMC811, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;a6340d3ae1622f5fea25af16af07bbc0;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'a6340d3ae1622f5fea25af16af07bbc0');Waste Footprint;Waste Hazardous combined;Waste Hazardous Liquid;NMC111, rechargeable, prismatic;NMC111, rechargeable, prismatic;GLO;kilogram;7.872680396725303e-07;0.0;0.8872188858575797;0.008639161441791977;0.0026934792369043854;0.016112061591743262;0.0039677193061101595;0.0051407611488848825;0.006706834915217628;0.0;0.003427630124187961;0.015433984018817593;0.004419677895087301;0.023776868590328838;0.0;0.00038351129988725956;0.00027940584998012175;0.0;;0.0002519993820087413;0.01769496116530006;0.0;0.00010941872523605254;;0.0;;;0.00012171962443628922;;;;;;0.0018478986533161338;;;
market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;9b766978b5b04e886ae15900efb7e69c;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', '9b766978b5b04e886ae15900efb7e69c');Waste Footprint;Waste Hazardous combined;Waste Hazardous Liquid;NCA, rechargeable, prismatic;NCA, rechargeable, prismatic;GLO;kilogram;6.258781984250292e-07;0.0;0.8493595132304215;0.009743830956181424;0.0037496580120114273;0.021104694899702642;0.00544057115210282;0.006962621048576393;0.00835735759959878;0.0;0.004577402533697597;0.02234408811684166;0.005780059544358325;0.031596511513643226;0.00010190315782447017;0.0005347805772705919;0.00035810475499737515;0.0;;0.0003515091524763837;0.025043361078924287;0.0;0.00013763359314451787;;0.0;;;0.00015539940079191262;;;;;;0.002602195626173322;;;
market for battery, Li-ion, NMC111, rechargeable, prismatic;ecoinvent_cutoff_3.9_remind_SSP1-Base_2040;b18880bba2369a5e12bd69ad239dcbf9;ecoinvent;cutoff;3.9;remind;1;Base;2040;('ecoinvent_cutoff_3.9_remind_SSP1-Base_2040', 'b18880bba2369a5e12bd69ad239dcbf9');Waste Footprint;Waste Hazardous combined;Waste Hazardous Liquid;NMC811, rechargeable, prismatic;NMC811, rechargeable, prismatic;GLO;kilogram;5.515111661673223e-07;0.0;0.8330721869144984;0.01103182260061795;0.0038495416346363;0.023954704749873598;0.005733684487893023;0.007355370469123821;0.010848836499177596;0.0;0.005120694310271727;0.0241858564332577;0.006330994837452338;0.035225338848655835;0.00011971659603038672;0.0005861115524400991;0.0003863739268058701;0.0;;0.0003758400075805515;0.026775393154002295;0.0;0.00015619242293621997;;0.0;;;0.00016801142367869348;;;;;;0.0028498743591832787;;;
