CPC;EcoSpold01Categories;ISIC rev.4 ecoinvent;code;database;location;material_group;name;production amount;reference product;unit
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";4f2e3054fe6c4cb9adda37b90f2b75e4;ecoinvent_cutoff_3.9_remind_SSP1-Base_2030;JPN;natural gas;market for natural gas, high pressure;;natural gas, high pressure;cubic meter
18000: Natural water;;3600:Water collection, treatment and supply;d0a4f68d2d42bc52e8881209d4ee1a38;ecoinvent_cutoff_3.9_remind_SSP1-Base_2030;DE;water;market for water, decarbonised;;water, decarbonised;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;e14ff1536699476a93f70335d2c104db;ecoinvent_cutoff_3.9_remind_SSP1-Base_2030;NEU;cement;market for cement, Portland;;cement, Portland;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;d7ae946e8f6b45e1b8a0009d7baf6e6e;ecoinvent_cutoff_3.9_remind_SSP1-Base_2030;CHA;cement;market for cement, type general use;;cement, type general use;kilogram
17100: Electrical energy;electricity/supply mix;3510:Electric power generation, transmission and distribution;01bc9be4d8e968f59f3065e1f7933264;ecoinvent_cutoff_3.9_remind_SSP1-Base_2030;IAI Area, Asia, without China and GCC;electricity;market for electricity, high voltage, aluminium industry;;electricity, high voltage, aluminium industry;kilowatt hour
17100: Electrical energy;electricity/supply mix;3510:Electric power generation, transmission and distribution;b95294d879348444fa9371324ab1f8fd;ecoinvent_cutoff_3.9_remind_SSP1-Base_2030;SA;electricity;market for electricity, low voltage;;electricity, low voltage;kilowatt hour
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;72a8bbdbee50f329b7ba642f429722ba;ecoinvent_cutoff_3.9_remind_SSP1-Base_2030;CH;cement;market for cement, CEM IV/A;;cement, CEM IV/A;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";63c1ac90c04ce17ee2378c39a2ce6849;ecoinvent_cutoff_3.9_remind_SSP1-Base_2030;RoW;natural gas;market for natural gas, low pressure;;natural gas, low pressure;cubic meter
37: Glass and glass products and other non-metallic products n.e.c.;mortar and plaster/production;2394:Manufacture of cement, lime and plaster;a923bb7a7b9f463faada538e3ea8b25e;ecoinvent_cutoff_3.9_remind_SSP1-Base_2030;CAZ;cement;market for cement mortar;;cement mortar;kilogram
3932: Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…];;2394:Manufacture of cement, lime and plaster;b414dd49eb9047859e7270a99e5631ef;ecoinvent_cutoff_3.9_remind_SSP1-Base_2030;EUR;cement;market for cement, Pozzolana Portland;;cement, Pozzolana Portland;kilogram
17100: Electrical energy;;3510:Electric power generation, transmission and distribution;eecf0c77baa9395013facc2264e951d6;ecoinvent_cutoff_3.9_remind_SSP1-Base_2030;CA-BC;electricity;market for electricity, high voltage;;electricity, high voltage;kilowatt hour
